tail_number,checkTypeCode,scheduleStart,airport,status,scheduleEnd
CSTNI,T1,10/09/2009 23:45,MUC,S,11/09/2009 01:15
CSTNE,T1,10/09/2009 23:45,LHR,S,11/09/2009 01:15
CSTNK,T1,10/09/2009 23:45,LIS,S,11/09/2009 01:15
CSTNL,T1,10/09/2009 23:45,OPO,S,11/09/2009 01:15
CSTNN,T1,10/09/2009 23:45,GVA,S,11/09/2009 01:15
CSTNP,T1,10/09/2009 23:45,FRA,S,11/09/2009 01:15
CSTNR,T1,10/09/2009 23:45,LIS,S,11/09/2009 01:15
CSTKL,36,10/09/2009 23:45,LIS,S,11/09/2009 01:45
CSTKK,36,10/09/2009 23:45,PDL,S,11/09/2009 01:45
CSTNJ,T2,10/09/2009 23:45,LIS,S,11/09/2009 02:30
CSTJF,T2,10/09/2009 23:45,FNC,S,11/09/2009 03:00
CSTNB,T1,10/09/2009 23:45,LIS,S,11/09/2009 04:00
CSTNG,T1,10/09/2009 23:59,LIS,S,11/09/2009 02:00
CSTNM,T1,10/09/2009 23:59,LIS,S,11/09/2009 02:00
CSTQK,T2,11/09/2009 00:15,LIS,S,11/09/2009 01:45
CSTTP,RIB_5,11/09/2009 05:00,LIS,S,11/09/2009 07:00
CSTOM,T2+ET,11/09/2009 05:30,LIS,S,11/09/2009 09:00
CSTON,PURGAS,11/09/2009 06:20,LIS,S,11/09/2009 07:30
CSTOG,T1+ET,11/09/2009 07:30,OPO,S,11/09/2009 09:10
CSTON,T1+ET,11/09/2009 07:35,LIS,S,11/09/2009 09:55
CSTOD,PURGAS,11/09/2009 08:00,LIS,S,11/09/2009 09:30
FRAJB,T1,11/09/2009 08:45,CDG,S,11/09/2009 10:45
CSTKJ,W,11/09/2009 08:45,FNC,S,11/09/2009 19:45
CSTOC,T1,11/09/2009 09:15,LIS,S,11/09/2009 21:15
CSTOD,T1,11/09/2009 09:50,LIS,S,11/09/2009 11:20
CSTOP,T1+ET,11/09/2009 10:15,LIS,S,11/09/2009 14:45
CSTOJ,T1+ET,11/09/2009 11:00,LIS,S,11/09/2009 13:00
CSTKN,W+ET,11/09/2009 11:00,LIS,S,11/09/2009 13:00
FRAJB,PURGAS,11/09/2009 11:00,CDG,S,11/09/2009 13:00
CSTGV,36+ET,11/09/2009 11:00,LIS,S,11/09/2009 13:45
CSTOI,T1+ET,11/09/2009 11:15,LIS,S,11/09/2009 13:15
CSTOK,T2+ET,11/09/2009 11:30,LIS,S,11/09/2009 14:30
CSTGU,36+ET,11/09/2009 12:00,OPO,S,11/09/2009 15:00
CSTKM,36+ET,11/09/2009 12:15,LIS,S,11/09/2009 14:15
CSTGV,36+ET,11/09/2009 12:45,LIS,S,11/09/2009 14:15
CSTEB,T2+2,11/09/2009 15:00,LIS,S,11/09/2009 23:59
CSTOB,T1,11/09/2009 15:15,LIS,S,11/09/2009 17:15
CSTTK,VT,11/09/2009 16:50,LIS,S,11/09/2009 17:30
CSTMW,T2,11/09/2009 17:30,LIS,S,11/09/2009 20:00
CSTKJ,36,11/09/2009 17:45,FNC,S,11/09/2009 19:45
CSTNG,VT,11/09/2009 18:15,LIS,S,11/09/2009 18:50
CSTTN,VT,11/09/2009 18:45,LIS,S,11/09/2009 20:15
CSTOO,PURGAS,11/09/2009 19:00,LIS,S,11/09/2009 20:30
CSTMW,VT,11/09/2009 20:05,LIS,S,11/09/2009 21:05
CSTTP,T1,11/09/2009 20:10,LIS,S,11/09/2009 21:05
CSTJF,T1,11/09/2009 20:20,LIS,S,11/09/2009 21:20
CSTOO,T1+ET,11/09/2009 20:45,LIS,S,11/09/2009 22:20
CSTTM,T2,11/09/2009 21:00,LIS,S,12/09/2009 02:15
CSTTC,T2,11/09/2009 21:00,ORY,S,12/09/2009 04:00
CSTFU,T2,11/09/2009 21:45,OPO,S,12/09/2009 00:45
CSTNM,T1,11/09/2009 22:00,LIS,S,12/09/2009 01:15
CSTTO,T2,11/09/2009 22:00,LIS,S,12/09/2009 03:00
CSTTQ,T2,11/09/2009 23:15,LIS,S,12/09/2009 05:00
CSTNE,T2,11/09/2009 23:30,LIS,S,12/09/2009 05:00
CSTTJ,T1,11/09/2009 23:45,BRU,S,12/09/2009 01:15
CSTNR,T1,11/09/2009 23:45,LIS,S,12/09/2009 01:15
CSTTF,T1,11/09/2009 23:45,HAM,S,12/09/2009 01:15
CSTTG,T1,11/09/2009 23:45,LIS,S,12/09/2009 01:15
CSTTH,T1,11/09/2009 23:45,BCN,S,12/09/2009 01:15
CSTTI,T1,11/09/2009 23:45,FRA,S,12/09/2009 01:15
CSTTK,T1,11/09/2009 23:45,LHR,S,12/09/2009 01:15
CSTTL,T1,11/09/2009 23:45,ZRH,S,12/09/2009 01:15
CSTTR,T1,11/09/2009 23:45,MAD,S,12/09/2009 01:15
CSTTS,T1,11/09/2009 23:45,FNC,S,12/09/2009 01:15
CSTNB,T1,11/09/2009 23:45,FAO,S,12/09/2009 01:15
CSTNH,T1,11/09/2009 23:45,WAW,S,12/09/2009 01:15
CSTNI,T1,11/09/2009 23:45,ORY,S,12/09/2009 01:15
CSTNK,T1,11/09/2009 23:45,OPO,S,12/09/2009 01:15
CSTNP,T1,11/09/2009 23:45,LIS,S,12/09/2009 01:15
CSTQD,T1,11/09/2009 23:45,MUC,S,12/09/2009 01:15
CSTNG,T1,11/09/2009 23:45,LHR,S,12/09/2009 01:15
CSTJG,T2,11/09/2009 23:45,LIS,S,12/09/2009 02:00
CSTTE,T1,11/09/2009 23:45,LIS,S,12/09/2009 02:00
CSTKL,W,11/09/2009 23:45,FNC,S,12/09/2009 02:45
CSTKK,W,11/09/2009 23:45,PDL,S,12/09/2009 02:45
CSTTD,T1,11/09/2009 23:45,LIS,S,12/09/2009 05:00
CSTNA,T1,11/09/2009 23:45,LIS,S,12/09/2009 05:00
CSTTA,T1,11/09/2009 23:59,CPH,S,12/09/2009 02:00
CSTTB,T1,11/09/2009 23:59,LIS,S,12/09/2009 04:00
CSTNJ,T1,11/09/2009 23:59,LIS,S,12/09/2009 04:00
CSTNS,MESLOT,12/09/2009 00:00,LIS,S,13/09/2009 23:59
CSTNN,T1,12/09/2009 00:30,LIS,S,12/09/2009 02:30
CSTNL,T1,12/09/2009 00:45,FNC,S,12/09/2009 02:15
CSTTN,T1,12/09/2009 01:00,FNC,S,12/09/2009 03:00
CSTNQ,T1,12/09/2009 02:00,OPO,S,12/09/2009 03:30
CSTEJ,T1+ET,12/09/2009 02:00,LIS,S,12/09/2009 04:00
CSTKI,T2+ET,12/09/2009 05:00,LIS,S,12/09/2009 07:30
CSTEJ,PURGAS,12/09/2009 05:15,LIS,S,12/09/2009 06:15
CSTDI,T1+ET,12/09/2009 05:30,LIS,S,12/09/2009 07:30
CSTOA,T1,12/09/2009 05:45,LIS,S,12/09/2009 07:45
CSTTP,RIB_5,12/09/2009 06:00,LIS,S,12/09/2009 06:55
CSTOM,T1+ET,12/09/2009 06:00,LIS,S,12/09/2009 10:00
CSTNB,VT,12/09/2009 06:15,LIS,S,12/09/2009 07:45
CSTJE,T1,12/09/2009 06:45,LIS,S,12/09/2009 08:15
CSTOI,T2+ET,12/09/2009 07:00,LIS,S,12/09/2009 09:00
CSTOG,T1+ET,12/09/2009 07:30,OPO,S,12/09/2009 09:10
CSTKI,PURGAS,12/09/2009 07:45,LIS,S,12/09/2009 09:45
CSTOL,T2+ET,12/09/2009 08:00,LIS,S,12/09/2009 14:00
CSTGV,36+ET,12/09/2009 10:00,LIS,S,12/09/2009 13:00
CSTOD,T1,12/09/2009 10:15,LIS,S,12/09/2009 12:15
CSTOK,T1+ET,12/09/2009 10:30,LIS,S,12/09/2009 12:30
CSTOJ,T1+ET,12/09/2009 11:15,LIS,S,12/09/2009 14:00
FRAJA,T2,12/09/2009 11:15,CDG,S,12/09/2009 14:15
CSTOF,T1+ET,12/09/2009 11:45,LIS,S,12/09/2009 13:45
CSTON,T2+ET,12/09/2009 12:30,LIS,S,12/09/2009 14:30
CSTEB,A,12/09/2009 13:00,AMM,S,12/09/2009 23:59
CSTKN,36+ET,12/09/2009 15:01,PDL,S,12/09/2009 16:09
CSTEJ,VT,12/09/2009 15:15,LIS,S,12/09/2009 20:00
CSTNB,VT,12/09/2009 16:00,LIS,S,12/09/2009 17:30
CSTOB,T1,12/09/2009 16:00,LIS,S,12/09/2009 18:00
CSTQK,T1,12/09/2009 16:00,LIS,S,12/09/2009 18:00
CSTNI,VT,12/09/2009 16:45,LIS,S,12/09/2009 18:00
FRAJB,T1,12/09/2009 17:00,FDF,S,12/09/2009 19:00
CSTTH,T1,12/09/2009 17:00,LIS,S,12/09/2009 20:30
CSTTJ,T1,12/09/2009 18:30,LIS,S,12/09/2009 20:30
CSTNP,T1,12/09/2009 19:00,LIS,S,12/09/2009 21:00
CSTOP,T1+ET,12/09/2009 19:00,LIS,S,12/09/2009 21:00
CSTOP,T1+ET,12/09/2009 20:00,LIS,S,12/09/2009 21:30
CSTNQ,T1,12/09/2009 20:05,LIS,S,12/09/2009 21:15
CSTJG,T1,12/09/2009 20:25,LIS,S,12/09/2009 21:35
CSTEJ,T1,12/09/2009 21:00,LIS,S,12/09/2009 23:00
CSTTR,T1,12/09/2009 21:30,LIS,S,13/09/2009 01:30
CSTNH,T1,12/09/2009 23:00,LIS,S,13/09/2009 02:00
CSTTI,T1,12/09/2009 23:30,LIS,S,13/09/2009 02:00
CSTTC,T1,12/09/2009 23:45,ORY,S,13/09/2009 01:15
CSTTD,T1,12/09/2009 23:45,BCN,S,13/09/2009 01:15
CSTTF,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTTE,T1,12/09/2009 23:45,FAO,S,13/09/2009 01:15
CSTTK,T1,12/09/2009 23:45,LHR,S,13/09/2009 01:15
CSTTL,T1,12/09/2009 23:45,HAM,S,13/09/2009 01:15
CSTTN,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTNG,T1,12/09/2009 23:45,BRU,S,13/09/2009 01:15
CSTTO,T1,12/09/2009 23:45,GVA,S,13/09/2009 01:15
CSTNA,T1,12/09/2009 23:45,OPO,S,13/09/2009 01:15
CSTNB,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTNI,T1,12/09/2009 23:45,FRA,S,13/09/2009 01:15
CSTNJ,T1,12/09/2009 23:45,AMS,S,13/09/2009 01:15
CSTNM,T1,12/09/2009 23:45,CPH,S,13/09/2009 01:15
CSTNL,T1,12/09/2009 23:45,FNC,S,13/09/2009 01:15
CSTJE,T1,12/09/2009 23:45,MUC,S,13/09/2009 01:15
CSTNR,T1,12/09/2009 23:45,ORY,S,13/09/2009 01:15
CSTNE,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTTB,T1,12/09/2009 23:45,ZRH,S,13/09/2009 01:15
CSTTQ,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTTG,T1,12/09/2009 23:45,OPO,S,13/09/2009 01:15
CSTTA,T1,12/09/2009 23:45,LHR,S,13/09/2009 01:15
CSTMW,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTTM,T1,12/09/2009 23:45,LIS,S,13/09/2009 01:15
CSTKJ,36,12/09/2009 23:45,LIS,S,13/09/2009 01:45
CSTKL,36,12/09/2009 23:45,FNC,S,13/09/2009 01:45
CSTKM,36+ET,12/09/2009 23:45,LIS,S,13/09/2009 01:45
CSTTS,T2,12/09/2009 23:45,FNC,S,13/09/2009 02:15
CSTNN,T1,12/09/2009 23:45,LIS,S,13/09/2009 02:15
CSTJF,T1,12/09/2009 23:45,LIS,S,13/09/2009 02:15
CSTTP,T2,12/09/2009 23:45,LIS,S,13/09/2009 03:00
CSTNK,T1,12/09/2009 23:45,LIS,S,13/09/2009 05:00
CSTKK,36,12/09/2009 23:55,PDL,S,13/09/2009 01:55
CSTGU,36,13/09/2009 00:00,LIS,S,13/09/2009 02:00
CSTEB,C,13/09/2009 00:00,AMM,S,21/10/2009 08:40
CSTQK,T1,13/09/2009 05:00,LIS,S,13/09/2009 06:30
CSTOO,T2+ET,13/09/2009 05:10,LIS,S,13/09/2009 09:45
CSTOC,PURGAS,13/09/2009 05:15,LIS,S,13/09/2009 06:45
CSTOE,T1+ET,13/09/2009 07:00,LIS,S,13/09/2009 09:00
CSTOC,T1,13/09/2009 07:00,LIS,S,13/09/2009 09:00
CSTKI,T1+ET,13/09/2009 07:30,LIS,S,13/09/2009 09:30
CSTOG,T1+ET,13/09/2009 08:00,OPO,S,13/09/2009 09:45
CSTOI,T1+ET,13/09/2009 08:00,LIS,S,13/09/2009 10:00
CSTQD,T1,13/09/2009 08:15,LIS,S,13/09/2009 09:10
CSTOM,T1+ET,13/09/2009 08:45,LIS,S,13/09/2009 10:45
CSTOA,PURGAS,13/09/2009 09:00,LIS,S,13/09/2009 11:00
CSTOF,T1+ET,13/09/2009 09:15,LIS,S,13/09/2009 11:15
CSTKN,36+ET,13/09/2009 11:15,LIS,S,13/09/2009 13:15
CSTOA,T1,13/09/2009 11:45,LIS,S,13/09/2009 13:45
CSTOK,T1+ET,13/09/2009 12:00,LIS,S,13/09/2009 14:00
CSTOJ,T1+ET,13/09/2009 12:30,LIS,S,13/09/2009 14:30
CSTGU,36+ET,13/09/2009 12:45,LIS,S,13/09/2009 14:00
CSTGV,36+ET,13/09/2009 13:30,OPO,S,13/09/2009 15:30
CSTOL,T1+ET,13/09/2009 13:45,LIS,S,13/09/2009 15:45
CSTTP,RIB_5,13/09/2009 14:15,LIS,S,13/09/2009 14:45
CSTON,T1+ET,13/09/2009 14:30,LIS,S,13/09/2009 16:30
FRAJB,T2,13/09/2009 15:00,CDG,S,13/09/2009 18:00
CSTTH,VT,13/09/2009 15:30,LIS,S,13/09/2009 18:00
CSTOD,T1,13/09/2009 16:00,LIS,S,13/09/2009 20:00
CSTJE,T1,13/09/2009 18:00,LIS,S,14/09/2009 06:30
CSTNL,T1,13/09/2009 18:30,LIS,S,13/09/2009 20:00
CSTNR,T1,13/09/2009 19:00,LIS,S,13/09/2009 20:30
CSTTM,T1,13/09/2009 19:45,LIS,S,13/09/2009 21:00
CSTNK,T1,13/09/2009 20:00,LIS,S,13/09/2009 21:00
CSTNQ,T1,13/09/2009 20:05,LIS,S,13/09/2009 20:55
CSTTN,VT,13/09/2009 21:15,LIS,S,13/09/2009 22:45
CSTDI,T1+ET,13/09/2009 21:20,LIS,S,13/09/2009 23:00
CSTEJ,T1+ET,13/09/2009 23:00,LIS,S,14/09/2009 01:00
CSTTB,T2,13/09/2009 23:00,LIS,S,14/09/2009 02:15
CSTTC,T1,13/09/2009 23:45,ORY,S,14/09/2009 01:15
CSTTA,T1,13/09/2009 23:45,HAM,S,14/09/2009 01:15
CSTTK,T1,13/09/2009 23:45,CPH,S,14/09/2009 01:15
CSTTJ,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTTD,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTTF,T1,13/09/2009 23:45,BCN,S,14/09/2009 01:15
CSTTG,T1,13/09/2009 23:45,MAD,S,14/09/2009 01:15
CSTTR,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTTO,T1,13/09/2009 23:45,BRU,S,14/09/2009 01:15
CSTTP,T1,13/09/2009 23:45,FAO,S,14/09/2009 01:15
CSTTS,T1,13/09/2009 23:45,FNC,S,14/09/2009 01:15
CSTNE,T1,13/09/2009 23:45,LHR,S,14/09/2009 01:15
CSTNH,T1,13/09/2009 23:45,OPO,S,14/09/2009 01:15
CSTNI,T1,13/09/2009 23:45,FRA,S,14/09/2009 01:15
CSTNJ,T1,13/09/2009 23:45,ORY,S,14/09/2009 01:15
CSTNM,T1,13/09/2009 23:45,LHR,S,14/09/2009 01:15
CSTQD,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTJF,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTJG,T1,13/09/2009 23:45,FNC,S,14/09/2009 01:15
CSTNB,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTQK,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTTH,T1,13/09/2009 23:45,GVA,S,14/09/2009 01:15
CSTNP,T1,13/09/2009 23:45,MUC,S,14/09/2009 01:15
CSTNN,T1,13/09/2009 23:45,LIS,S,14/09/2009 01:15
CSTKJ,36,13/09/2009 23:45,OPO,S,14/09/2009 01:45
CSTKK,36,13/09/2009 23:45,PDL,S,14/09/2009 01:45
CSTKL,36,13/09/2009 23:45,FNC,S,14/09/2009 01:45
CSTNG,T1,13/09/2009 23:45,LIS,S,14/09/2009 03:45
CSTMW,T1,13/09/2009 23:45,LIS,S,14/09/2009 03:45
CSTTN,A,14/09/2009 00:00,LIS,S,14/09/2009 23:59
CSTNS,VT,14/09/2009 00:00,LIS,S,14/09/2009 23:59
CSTTL,A,14/09/2009 00:00,LIS,S,14/09/2009 23:59
CSTNA,VT,14/09/2009 00:00,LIS,S,15/09/2009 06:45
CSTTI,T1,14/09/2009 00:45,LIS,S,14/09/2009 02:15
CSTTQ,T1,14/09/2009 01:00,FNC,S,14/09/2009 02:30
CSTTE,T2,14/09/2009 01:30,OPO,S,14/09/2009 04:00
CSTKM,36+ET,14/09/2009 02:00,LIS,S,14/09/2009 04:00
CSTOP,T1,14/09/2009 05:10,LIS,S,14/09/2009 06:00
CSTOP,VT,14/09/2009 06:05,LIS,S,14/09/2009 06:55
CSTOB,A,14/09/2009 06:55,LIS,S,15/09/2009 20:10
CSTOG,PURGAS,14/09/2009 07:51,OPO,S,14/09/2009 08:29
CSTOI,T1+ET,14/09/2009 08:00,LIS,S,14/09/2009 10:00
CSTKI,T1+ET,14/09/2009 08:00,LIS,S,14/09/2009 10:00
CSTOG,T1+ET,14/09/2009 08:30,OPO,S,14/09/2009 10:20
CSTOE,T1+ET,14/09/2009 09:00,LIS,S,14/09/2009 11:00
CSTGV,36+ET,14/09/2009 09:15,LIS,S,14/09/2009 11:15
CSTON,T1+ET,14/09/2009 10:00,BSB,S,14/09/2009 12:00
CSTOL,T1+ET,14/09/2009 10:00,GRU,S,14/09/2009 12:00
CSTOK,PURGAS,14/09/2009 10:25,LIS,S,14/09/2009 11:55
CSTOM,PURGAS,14/09/2009 11:00,LIS,S,14/09/2009 11:55
CSTOJ,T1+ET,14/09/2009 11:45,LIS,S,14/09/2009 13:45
CSTOM,T1+ET,14/09/2009 12:00,LIS,S,14/09/2009 13:20
CSTOK,T1+ET,14/09/2009 12:00,LIS,S,14/09/2009 14:35
CSTOO,T1+ET,14/09/2009 12:45,LIS,S,14/09/2009 14:45
CSTOP,VT,14/09/2009 13:00,LIS,S,14/09/2009 13:55
CSTOF,T1+ET,14/09/2009 14:15,LIS,S,14/09/2009 19:00
CSTOA,T1,14/09/2009 15:00,LIS,S,14/09/2009 19:00
CSTOP,PURGAS,14/09/2009 16:00,LIS,S,14/09/2009 16:55
CSTDI,PURGAS,14/09/2009 17:00,LIS,S,14/09/2009 20:00
CSTOP,T1+ET,14/09/2009 17:00,LIS,S,14/09/2009 21:00
CSTOF,PURGAS,14/09/2009 18:00,LIS,S,14/09/2009 20:00
CSTOC,T1,14/09/2009 19:00,LIS,S,14/09/2009 21:00
CSTOP,T1,14/09/2009 20:00,LIS,S,14/09/2009 22:00
CSTOC,T1,14/09/2009 20:00,LIS,S,14/09/2009 22:00
CSTTC,T1,14/09/2009 20:10,LIS,S,14/09/2009 21:05
CSTNR,T1,14/09/2009 20:11,LIS,S,14/09/2009 20:59
CSTTP,RIB_5,14/09/2009 20:15,LIS,S,14/09/2009 21:20
CSTOF,T1,14/09/2009 20:15,LIS,S,14/09/2009 22:15
CSTJE,T1,14/09/2009 21:00,LIS,S,15/09/2009 05:00
CSTNN,T1,14/09/2009 21:30,OPO,S,14/09/2009 23:30
CSTNL,T1,14/09/2009 21:45,LIS,S,15/09/2009 01:15
CSTNM,T1,14/09/2009 23:30,FNC,S,15/09/2009 01:00
CSTQK,T1,14/09/2009 23:30,LIS,S,15/09/2009 01:00
CSTNE,T1,14/09/2009 23:45,AMS,S,15/09/2009 01:15
CSTNG,T1,14/09/2009 23:45,LHR,S,15/09/2009 01:15
CSTTE,T1,14/09/2009 23:45,OPO,S,15/09/2009 01:15
CSTNB,T1,14/09/2009 23:45,ORY,S,15/09/2009 01:15
CSTTD,T1,14/09/2009 23:45,LIS,S,15/09/2009 01:15
CSTTG,T1,14/09/2009 23:45,BRU,S,15/09/2009 01:15
CSTTI,T1,14/09/2009 23:45,FNC,S,15/09/2009 01:15
CSTTK,T1,14/09/2009 23:45,LIS,S,15/09/2009 01:15
CSTTR,T1,14/09/2009 23:45,ORY,S,15/09/2009 01:15
CSTTP,T1,14/09/2009 23:45,FAO,S,15/09/2009 01:15
CSTTM,T1,14/09/2009 23:45,LHR,S,15/09/2009 01:15
CSTTQ,T1,14/09/2009 23:45,FNC,S,15/09/2009 01:15
CSTTS,T1,14/09/2009 23:45,CPH,S,15/09/2009 01:15
CSTMW,T1,14/09/2009 23:45,LIS,S,15/09/2009 01:15
CSTNI,T1,14/09/2009 23:45,HAM,S,15/09/2009 01:15
CSTNJ,T1,14/09/2009 23:45,FRA,S,15/09/2009 01:15
CSTNQ,T1,14/09/2009 23:45,LIN,S,15/09/2009 01:15
CSTQD,T1,14/09/2009 23:45,MUC,S,15/09/2009 01:15
CSTJF,T1,14/09/2009 23:45,LIS,S,15/09/2009 01:15
CSTJG,T1,14/09/2009 23:45,LIS,S,15/09/2009 01:15
CSTNH,T1,14/09/2009 23:45,FCO,S,15/09/2009 01:15
CSTTH,T1,14/09/2009 23:45,BCN,S,15/09/2009 01:15
CSTKK,36,14/09/2009 23:45,PDL,S,15/09/2009 01:45
CSTKL,36,14/09/2009 23:45,LIS,S,15/09/2009 01:45
CSTNK,T2,14/09/2009 23:45,LIS,S,15/09/2009 02:15
CSTDI,T1+ET,14/09/2009 23:45,LIS,S,15/09/2009 04:45
CSTTO,T1,14/09/2009 23:59,MAD,S,15/09/2009 02:15
CSTNP,T2,14/09/2009 23:59,LIS,S,15/09/2009 04:00
CSTKN,A,14/09/2009 23:59,LIS,S,16/09/2009 23:59
FRAJA,PURGAS,15/09/2009 00:00,CDG,S,15/09/2009 01:55
CSTTB,A,15/09/2009 00:00,LIS,S,15/09/2009 23:59
CSTTF,A,15/09/2009 00:00,LIS,S,15/09/2009 23:59
CSTNS,MESLOT,15/09/2009 00:00,LIS,S,17/09/2009 23:59
CSTTN,C,15/09/2009 00:00,LIS,S,29/09/2009 23:59
CSTTA,T2,15/09/2009 00:30,LIS,S,15/09/2009 04:30
CSTTJ,T1,15/09/2009 01:30,LIS,S,15/09/2009 03:00
CSTKJ,36,15/09/2009 02:00,OPO,S,15/09/2009 04:00
FRAJA,T1,15/09/2009 02:00,CDG,S,15/09/2009 04:00
CSTEJ,T1+ET,15/09/2009 05:00,LIS,S,15/09/2009 11:00
CSTNA,T1,15/09/2009 07:00,LIS,S,15/09/2009 08:15
CSTOG,T1+ET,15/09/2009 07:20,OPO,S,15/09/2009 09:10
CSTON,T1+ET,15/09/2009 07:20,LIS,S,15/09/2009 09:20
CSTGV,36,15/09/2009 08:00,LIS,S,15/09/2009 10:00
CSTOD,T2,15/09/2009 08:00,LIS,S,15/09/2009 11:00
CSTOI,PURGAS,15/09/2009 08:30,LIS,S,15/09/2009 10:30
CSTKI,T1+ET,15/09/2009 09:00,LIS,S,15/09/2009 11:00
CSTNG,T2,15/09/2009 10:00,LIS,S,15/09/2009 13:00
CSTKM,W+ET,15/09/2009 11:00,LIS,S,15/09/2009 14:00
CSTOJ,PURGAS,15/09/2009 11:05,LIS,S,15/09/2009 12:55
CSTOE,T1+ET,15/09/2009 11:15,LIS,S,15/09/2009 13:15
CSTOI,T1+ET,15/09/2009 11:15,LIS,S,15/09/2009 13:15
CSTOL,T1+ET,15/09/2009 11:15,LIS,S,15/09/2009 13:15
CSTOM,T1+ET,15/09/2009 11:15,LIS,S,15/09/2009 13:15
CSTTH,T2,15/09/2009 11:35,LIS,S,15/09/2009 14:15
CSTGU,36+ET,15/09/2009 12:00,TER,S,15/09/2009 14:00
CSTOJ,T1+ET,15/09/2009 13:00,LIS,S,15/09/2009 15:00
CSTOA,T1,15/09/2009 15:00,LIS,S,15/09/2009 17:00
CSTOK,T1+ET,15/09/2009 17:00,LIS,S,15/09/2009 19:30
CSTTP,RIB_5,15/09/2009 18:25,LIS,S,15/09/2009 19:00
CSTOO,T1+ET,15/09/2009 20:00,LIS,S,15/09/2009 22:00
CSTNP,T1,15/09/2009 20:05,LIS,S,15/09/2009 20:55
CSTTE,T1,15/09/2009 20:25,LIS,S,15/09/2009 21:05
CSTTL,T1,15/09/2009 21:00,LIS,S,16/09/2009 01:29
CSTNB,T2,15/09/2009 21:59,LIS,S,16/09/2009 02:29
CSTTG,T2,15/09/2009 22:00,LIS,S,16/09/2009 02:30
CSTNA,T2,15/09/2009 22:00,LIS,S,16/09/2009 04:00
CSTJE,T2,15/09/2009 22:00,LIS,S,16/09/2009 05:00
CSTTA,T1,15/09/2009 23:30,ORY,S,16/09/2009 01:00
CSTNG,T1,15/09/2009 23:45,FCO,S,16/09/2009 01:15
CSTTD,T1,15/09/2009 23:59,GVA,S,16/09/2009 01:29
CSTTI,T1,15/09/2009 23:59,FNC,S,16/09/2009 01:29
CSTTO,T1,15/09/2009 23:59,BCN,S,16/09/2009 01:29
CSTTP,T1,15/09/2009 23:59,MAD,S,16/09/2009 01:29
CSTTR,T1,15/09/2009 23:59,ORY,S,16/09/2009 01:29
CSTTS,T1,15/09/2009 23:59,MUC,S,16/09/2009 01:29
CSTMW,T1,15/09/2009 23:59,LIS,S,16/09/2009 01:29
CSTNE,T1,15/09/2009 23:59,LIS,S,16/09/2009 01:29
CSTNH,T1,15/09/2009 23:59,LHR,S,16/09/2009 01:29
CSTNI,T1,15/09/2009 23:59,BRU,S,16/09/2009 01:29
CSTNJ,T1,15/09/2009 23:59,AMS,S,16/09/2009 01:29
CSTNK,T1,15/09/2009 23:59,LHR,S,16/09/2009 01:29
CSTNL,T1,15/09/2009 23:59,LIS,S,16/09/2009 01:29
CSTNQ,T1,15/09/2009 23:59,LIN,S,16/09/2009 01:29
CSTJF,T1,15/09/2009 23:59,LIS,S,16/09/2009 01:29
CSTJG,T1,15/09/2009 23:59,FNC,S,16/09/2009 01:29
CSTTC,T1,15/09/2009 23:59,HAM,S,16/09/2009 01:59
CSTKJ,36,15/09/2009 23:59,PDL,S,16/09/2009 01:59
CSTKK,36,15/09/2009 23:59,LIS,S,16/09/2009 01:59
CSTKL,36,15/09/2009 23:59,LIS,S,16/09/2009 01:59
CSTTM,T1,15/09/2009 23:59,FNC,S,16/09/2009 02:00
CSTTJ,T2,15/09/2009 23:59,OPO,S,16/09/2009 04:00
CSTTQ,T1,15/09/2009 23:59,LIS,S,16/09/2009 04:00
CSTNN,T1,15/09/2009 23:59,LIS,S,16/09/2009 04:00
CSTNM,T2,15/09/2009 23:59,LIS,S,16/09/2009 04:00
CSTNR,T2,15/09/2009 23:59,OPO,S,16/09/2009 04:00
CSTQD,T2,15/09/2009 23:59,LIS,S,16/09/2009 04:29
CSTTH,T1,16/09/2009 00:00,FAO,S,16/09/2009 01:30
CSTTK,A,16/09/2009 00:00,LIS,S,16/09/2009 23:59
CSTOF,T2+ET,16/09/2009 05:00,LIS,S,16/09/2009 08:00
CSTEJ,PURGAS,16/09/2009 06:00,LIS,S,16/09/2009 09:00
CSTOP,T1+ET,16/09/2009 06:00,LIS,S,16/09/2009 10:00
CSTOL,T1+ET,16/09/2009 06:15,LIS,S,16/09/2009 08:15
CSTON,A,16/09/2009 06:15,LIS,S,17/09/2009 15:00
