tail_number,checkTypeCode,scheduleStart,airport,status,scheduleEnd
CSTTC,T1,26/09/2009 20:15,LIS,S,26/09/2009 21:15
CSTJG,T1,26/09/2009 20:40,LIS,S,26/09/2009 21:35
CSTNA,T1,26/09/2009 21:00,LIS,S,27/09/2009 01:15
CSTNI,T1,26/09/2009 21:00,LIS,S,27/09/2009 01:15
CSTNK,T1,26/09/2009 21:00,LIS,S,27/09/2009 01:15
CSTNS,T1,26/09/2009 21:00,LIS,S,27/09/2009 01:15
CSTOD,PURGAS,26/09/2009 21:35,LIS,S,26/09/2009 22:20
CSTKL,36,26/09/2009 21:45,FNC,S,27/09/2009 03:00
CSTDI,T2+ET,26/09/2009 22:00,LIS,S,27/09/2009 02:00
CSTJF,T1,26/09/2009 22:00,LIS,S,27/09/2009 02:00
CSTTK,T1,26/09/2009 22:00,LIS,S,27/09/2009 02:30
CSTTJ,T1,26/09/2009 22:00,LIS,S,27/09/2009 05:00
CSTTF,T1,26/09/2009 23:00,LIS,S,27/09/2009 04:30
CSTTE,T1,26/09/2009 23:30,LIS,S,27/09/2009 01:15
CSTTG,T1,26/09/2009 23:30,OPO,S,27/09/2009 01:15
CSTNL,T1,26/09/2009 23:30,OPO,S,27/09/2009 02:00
CSTNP,T1,26/09/2009 23:30,LIS,S,27/09/2009 02:00
CSTTH,T1,26/09/2009 23:30,FNC,S,27/09/2009 03:00
CSTTA,T1,26/09/2009 23:45,HAM,S,27/09/2009 01:15
CSTTB,T1,26/09/2009 23:45,ORY,S,27/09/2009 01:15
CSTTD,T1,26/09/2009 23:45,CPH,S,27/09/2009 01:15
CSTTI,T1,26/09/2009 23:45,BCN,S,27/09/2009 01:15
CSTTL,T1,26/09/2009 23:45,ZRH,S,27/09/2009 01:15
CSTTR,T1,26/09/2009 23:45,LIS,S,27/09/2009 01:15
CSTTS,T1,26/09/2009 23:45,BRU,S,27/09/2009 01:15
CSTNB,T1,26/09/2009 23:45,LHR,S,27/09/2009 01:15
CSTNG,T1,26/09/2009 23:45,FRA,S,27/09/2009 01:15
CSTNH,T1,26/09/2009 23:45,FAO,S,27/09/2009 01:15
CSTNM,T1,26/09/2009 23:45,MUC,S,27/09/2009 01:15
CSTNN,T1,26/09/2009 23:45,LIS,S,27/09/2009 01:15
CSTNQ,T1,26/09/2009 23:45,FNC,S,27/09/2009 01:15
CSTNR,T1,26/09/2009 23:45,ORY,S,27/09/2009 01:15
CSTQD,T1,26/09/2009 23:45,LIS,S,27/09/2009 01:15
CSTJE,T1,26/09/2009 23:45,LIS,S,27/09/2009 01:15
CSTKK,36,26/09/2009 23:45,LIS,S,27/09/2009 01:45
CSTTQ,T2,26/09/2009 23:45,LIS,S,27/09/2009 02:15
CSTGU,36,27/09/2009 00:15,LIS,S,27/09/2009 02:15
CSTKJ,36,27/09/2009 00:15,PDL,S,27/09/2009 04:00
CSTOL,PURGAS,27/09/2009 05:00,OPO,S,27/09/2009 07:00
CSTON,T1+ET,27/09/2009 05:15,LIS,S,27/09/2009 07:15
CSTOA,PURGAS,27/09/2009 05:20,LIS,S,27/09/2009 06:25
CSTOJ,VT,27/09/2009 06:15,LIS,S,27/09/2009 07:45
CSTOA,T1,27/09/2009 06:30,LIS,S,27/09/2009 10:00
CSTOL,T2+ET,27/09/2009 07:30,OPO,S,27/09/2009 09:45
CSTON,PURGAS,27/09/2009 07:45,LIS,S,27/09/2009 09:45
CSTOJ,T1+ET,27/09/2009 08:10,LIS,S,27/09/2009 13:50
FRAJB,PURGAS,27/09/2009 08:30,CDG,S,27/09/2009 10:30
CSTOF,T1+ET,27/09/2009 09:00,LIS,S,27/09/2009 10:20
CSTOM,T1+ET,27/09/2009 09:00,LIS,S,27/09/2009 11:00
CSTKM,36+ET,27/09/2009 09:15,OPO,S,27/09/2009 14:00
CSTOK,T1+ET,27/09/2009 09:50,LIS,S,27/09/2009 17:45
CSTTB,VT,27/09/2009 09:55,FNC,S,27/09/2009 10:25
CSTOO,T1+ET,27/09/2009 10:00,LIS,S,27/09/2009 13:00
CSTGU,ETOPS,27/09/2009 10:45,LIS,S,27/09/2009 11:50
CSTOI,T2+ET,27/09/2009 11:00,LIS,S,27/09/2009 13:45
FRAJA,PURGAS,27/09/2009 12:00,CDG,S,27/09/2009 14:00
CSTEJ,T2+ET,27/09/2009 12:00,LIS,S,27/09/2009 16:00
CSTOE,T1+ET,27/09/2009 12:00,LIS,S,27/09/2009 16:30
CSTOP,T1+ET,27/09/2009 12:15,LIS,S,27/09/2009 19:15
CSTGV,36+ET,27/09/2009 12:45,LIS,S,27/09/2009 14:00
CSTTP,RIB_5,27/09/2009 13:10,LIS,S,27/09/2009 14:10
FRAJA,VT,27/09/2009 17:00,CDG,S,27/09/2009 18:30
FRAJB,VT,27/09/2009 17:00,CDG,S,27/09/2009 18:30
CSTOB,T1,27/09/2009 17:15,LIS,S,27/09/2009 20:00
CSTNG,T1,27/09/2009 18:00,LIS,S,27/09/2009 20:55
CSTTD,T1,27/09/2009 19:00,LIS,S,27/09/2009 21:00
CSTOC,T1,27/09/2009 19:30,LIS,S,27/09/2009 21:30
CSTNH,T1,27/09/2009 19:50,LIS,S,27/09/2009 21:05
CSTOK,T1+ET,27/09/2009 20:00,LIS,S,27/09/2009 22:00
CSTOP,T1+ET,27/09/2009 20:00,LIS,S,27/09/2009 22:00
CSTJF,T1,27/09/2009 20:05,LIS,S,27/09/2009 20:55
CSTNP,T1,27/09/2009 20:05,LIS,S,27/09/2009 21:15
CSTNA,T1,27/09/2009 22:45,LIS,S,28/09/2009 03:15
CSTTJ,T1,27/09/2009 23:10,MUC,S,28/09/2009 02:05
CSTTA,T1,27/09/2009 23:45,MAD,S,28/09/2009 01:15
CSTTB,T1,27/09/2009 23:45,ORY,S,28/09/2009 01:15
CSTTC,T1,27/09/2009 23:45,CPH,S,28/09/2009 01:15
CSTTL,T1,27/09/2009 23:45,HAM,S,28/09/2009 01:15
CSTTP,T1,27/09/2009 23:45,BCN,S,28/09/2009 01:15
CSTTR,T1,27/09/2009 23:45,GVA,S,28/09/2009 01:15
CSTTS,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTNB,T1,27/09/2009 23:45,BRU,S,28/09/2009 01:15
CSTNE,T1,27/09/2009 23:45,OPO,S,28/09/2009 01:15
CSTNI,T1,27/09/2009 23:45,LHR,S,28/09/2009 01:15
CSTNK,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTNM,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTNN,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTNQ,T1,27/09/2009 23:45,ORY,S,28/09/2009 01:15
CSTNR,T1,27/09/2009 23:45,LHR,S,28/09/2009 01:15
CSTNS,T1,27/09/2009 23:45,FNC,S,28/09/2009 01:15
CSTQD,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTJE,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTJG,T1,27/09/2009 23:45,LIS,S,28/09/2009 01:15
CSTMW,T1,27/09/2009 23:45,LIN,S,28/09/2009 01:15
CSTKN,36,27/09/2009 23:45,LIS,S,28/09/2009 01:45
CSTTH,T2,27/09/2009 23:45,FNC,S,28/09/2009 04:00
CSTNJ,T1,27/09/2009 23:59,FRA,S,28/09/2009 01:30
CSTTF,T1,27/09/2009 23:59,ZRH,S,28/09/2009 02:00
CSTKL,36,28/09/2009 00:00,LIS,S,28/09/2009 02:00
CSTTQ,A,28/09/2009 00:00,LIS,S,28/09/2009 23:59
CSTNL,A,28/09/2009 00:00,LIS,S,28/09/2009 23:59
CSTGU,C,28/09/2009 00:00,GIG,S,06/11/2009 09:00
CSTTE,T1,28/09/2009 00:30,LIS,S,28/09/2009 02:00
CSTKJ,36,28/09/2009 00:30,PDL,S,28/09/2009 04:00
CSTTM,T1,28/09/2009 00:45,FAO,S,28/09/2009 02:15
CSTTK,T1,28/09/2009 00:45,FNC,S,28/09/2009 02:15
CSTEJ,PURGAS,28/09/2009 01:00,LIS,S,28/09/2009 02:00
CSTQK,T2,28/09/2009 01:00,LIS,S,28/09/2009 04:00
CSTTI,T1,28/09/2009 01:45,OPO,S,28/09/2009 03:15
CSTTG,T1,28/09/2009 02:00,LIS,S,28/09/2009 04:00
CSTKI,PURGAS,28/09/2009 03:00,LIS,S,28/09/2009 05:00
CSTOG,T1,28/09/2009 05:05,LIS,S,28/09/2009 22:25
CSTKI,T2+ET,28/09/2009 06:00,LIS,S,28/09/2009 10:00
CSTOF,T1+ET,28/09/2009 06:00,LIS,S,28/09/2009 13:00
CSTOD,A,28/09/2009 06:00,LIS,S,28/09/2009 23:59
CSTOA,T1,28/09/2009 06:30,LIS,S,28/09/2009 13:00
CSTOJ,T1+ET,28/09/2009 06:45,LIS,S,28/09/2009 08:45
CSTEJ,T1+ET,28/09/2009 07:00,LIS,S,28/09/2009 09:00
CSTDI,PURGAS,28/09/2009 07:00,LIS,S,28/09/2009 09:00
CSTKM,36+ET,28/09/2009 07:15,TER,S,28/09/2009 09:10
CSTOL,T1+ET,28/09/2009 08:00,OPO,S,28/09/2009 10:15
CSTFU,T2,28/09/2009 08:00,XXX,S,28/09/2009 11:00
FRAJA,T2,28/09/2009 08:00,CDG,S,28/09/2009 15:00
CSTKK,36,28/09/2009 09:00,PDL,S,28/09/2009 13:00
CSTOI,T1,28/09/2009 10:30,LIS,S,28/09/2009 14:30
CSTGV,36+ET,28/09/2009 10:45,LIS,S,28/09/2009 12:15
CSTOO,T1+ET,28/09/2009 11:30,LIS,S,28/09/2009 14:00
CSTON,T1+ET,28/09/2009 11:40,LIS,S,28/09/2009 13:20
CSTOM,T1+ET,28/09/2009 12:00,LIS,S,28/09/2009 20:00
CSTOF,PURGAS,28/09/2009 13:15,LIS,S,28/09/2009 15:00
CSTOE,T1+ET,28/09/2009 13:30,LIS,S,28/09/2009 18:00
CSTTC,VT,28/09/2009 14:10,LIS,S,28/09/2009 16:10
CSTJG,VT,28/09/2009 14:30,LIS,S,28/09/2009 16:00
CSTTH,VT,28/09/2009 14:45,LIS,S,28/09/2009 18:40
CSTOB,T1,28/09/2009 16:00,LIS,S,28/09/2009 21:00
CSTTP,RIB_5,28/09/2009 17:45,LIS,S,28/09/2009 18:25
CSTOE,PURGAS,28/09/2009 19:00,LIS,S,28/09/2009 20:00
CSTJF,T1,28/09/2009 19:00,TER,S,28/09/2009 23:00
CSTOG,T1+ET,28/09/2009 20:00,LIS,S,28/09/2009 22:00
CSTOM,T1+ET,28/09/2009 20:00,LIS,S,28/09/2009 22:00
CSTNG,T1,28/09/2009 20:00,LIS,S,29/09/2009 02:15
CSTNN,T1,28/09/2009 20:05,LIS,S,28/09/2009 20:55
CSTTJ,T1,28/09/2009 20:10,LIS,S,28/09/2009 21:05
CSTOE,T1+ET,28/09/2009 20:15,LIS,S,28/09/2009 22:15
CSTNE,T1,28/09/2009 21:00,LIS,S,29/09/2009 04:00
CSTTI,T1,28/09/2009 21:00,LIS,S,29/09/2009 05:00
CSTNK,T1,28/09/2009 21:30,LIS,S,29/09/2009 06:30
CSTTL,T2,28/09/2009 23:00,LIS,S,29/09/2009 05:00
CSTTA,T1,28/09/2009 23:45,OPO,S,29/09/2009 01:15
CSTTB,T1,28/09/2009 23:45,ORY,S,29/09/2009 01:15
CSTTC,T1,28/09/2009 23:45,CPH,S,29/09/2009 01:15
CSTTD,T1,28/09/2009 23:45,FNC,S,29/09/2009 01:15
CSTTE,T1,28/09/2009 23:45,LIS,S,29/09/2009 01:15
CSTTF,T1,28/09/2009 23:45,HAM,S,29/09/2009 01:15
CSTTG,T1,28/09/2009 23:45,FAO,S,29/09/2009 01:15
CSTTH,T1,28/09/2009 23:45,BRU,S,29/09/2009 01:15
CSTTK,T1,28/09/2009 23:45,FNC,S,29/09/2009 01:15
CSTTM,T1,28/09/2009 23:45,MAD,S,29/09/2009 01:15
CSTTP,T1,28/09/2009 23:45,GVA,S,29/09/2009 01:15
CSTTR,T1,28/09/2009 23:45,BCN,S,29/09/2009 01:15
CSTTS,T1,28/09/2009 23:45,MUC,S,29/09/2009 01:15
CSTMW,T1,28/09/2009 23:45,LIS,S,29/09/2009 01:15
CSTNA,T1,28/09/2009 23:45,LIS,S,29/09/2009 01:15
CSTNB,T1,28/09/2009 23:45,LHR,S,29/09/2009 01:15
CSTNH,T1,28/09/2009 23:45,OPO,S,29/09/2009 01:15
CSTNI,T1,28/09/2009 23:45,ORY,S,29/09/2009 01:15
CSTNM,T1,28/09/2009 23:45,LIS,S,29/09/2009 01:15
CSTNP,T1,28/09/2009 23:45,AMS,S,29/09/2009 01:15
CSTNQ,T1,28/09/2009 23:45,FNC,S,29/09/2009 01:15
CSTNS,T1,28/09/2009 23:45,LHR,S,29/09/2009 01:15
CSTJG,T1,28/09/2009 23:45,LIS,S,29/09/2009 01:15
CSTNR,T2,28/09/2009 23:45,LIS,S,29/09/2009 02:15
CSTJE,T2,28/09/2009 23:45,LIS,S,29/09/2009 03:15
CSTNJ,A,29/09/2009 00:00,LIS,S,29/09/2009 23:59
CSTQD,A,29/09/2009 00:00,LIS,S,29/09/2009 23:59
CSTOD,C,29/09/2009 00:00,LIS,S,16/10/2009 23:59
CSTKL,36,29/09/2009 00:30,LIS,S,29/09/2009 02:30
CSTKJ,36,29/09/2009 03:30,FNC,S,29/09/2009 05:30
CSTJG,VT,29/09/2009 04:45,LIS,S,29/09/2009 06:30
CSTOC,PURGAS,29/09/2009 05:00,LIS,S,29/09/2009 05:30
CSTOP,PURGAS,29/09/2009 05:30,LIS,S,29/09/2009 05:50
CSTOK,T1+ET,29/09/2009 06:15,LIS,S,29/09/2009 14:40
CSTKK,36,29/09/2009 06:35,OPO,S,29/09/2009 07:50
CSTGV,36+ET,29/09/2009 06:45,LIS,S,29/09/2009 08:45
CSTEJ,A,29/09/2009 07:00,LIS,S,30/09/2009 23:59
CSTOP,T1+ET,29/09/2009 07:10,LIS,S,29/09/2009 10:15
CSTOL,T1+ET,29/09/2009 07:30,OPO,S,29/09/2009 09:10
CSTOC,T1,29/09/2009 09:00,LIS,S,29/09/2009 16:00
FRAJB,T1,29/09/2009 10:00,CDG,S,29/09/2009 12:00
CSTON,T1+ET,29/09/2009 10:15,LIS,S,29/09/2009 13:45
CSTTB,VT,29/09/2009 10:30,FNC,S,29/09/2009 12:00
CSTKN,36,29/09/2009 11:15,LIS,S,29/09/2009 13:15
CSTJF,VT,29/09/2009 11:30,LIS,S,29/09/2009 13:00
CSTOJ,T1+ET,29/09/2009 11:30,LIS,S,29/09/2009 13:30
CSTOI,T1+ET,29/09/2009 11:45,LIS,S,29/09/2009 13:45
CSTQK,T1,29/09/2009 12:00,LIS,S,29/09/2009 14:00
CSTOH,MESLOT,29/09/2009 12:00,LIS,S,29/09/2009 18:00
CSTOF,T1+ET,29/09/2009 12:15,LIS,S,29/09/2009 15:00
CSTFU,T1,29/09/2009 12:45,XXX,S,29/09/2009 14:15
CSTKM,W+ET,29/09/2009 13:00,TER,S,29/09/2009 15:30
CSTKI,T1+ET,29/09/2009 14:15,LIS,S,29/09/2009 18:00
CSTOA,T1,29/09/2009 15:15,LIS,S,29/09/2009 22:15
CSTOB,T2,29/09/2009 15:45,LIS,S,29/09/2009 18:45
CSTOO,T1+ET,29/09/2009 19:00,LIS,S,29/09/2009 21:00
CSTOA,T1,29/09/2009 20:00,LIS,S,29/09/2009 22:00
CSTNP,T1,29/09/2009 20:05,LIS,S,29/09/2009 20:55
CSTOH,T1+ET,29/09/2009 20:15,LIS,S,29/09/2009 22:00
CSTTI,T2,29/09/2009 20:45,LIS,S,29/09/2009 23:05
CSTJF,VT,29/09/2009 21:15,LIS,S,29/09/2009 22:45
CSTTP,VT,29/09/2009 22:00,LIS,S,29/09/2009 22:55
CSTTR,T1,29/09/2009 22:00,LIS,S,30/09/2009 04:00
CSTNM,T2,29/09/2009 22:45,LIS,S,30/09/2009 03:15
CSTTM,T1,29/09/2009 23:00,MAD,S,30/09/2009 00:30
CSTTC,T2,29/09/2009 23:00,OPO,S,30/09/2009 04:00
CSTTE,T2,29/09/2009 23:00,LIS,S,30/09/2009 04:00
CSTNG,T2,29/09/2009 23:00,LIS,S,30/09/2009 05:00
CSTKK,36,29/09/2009 23:30,FNC,S,30/09/2009 02:00
CSTKJ,36,29/09/2009 23:30,PDL,S,30/09/2009 05:00
CSTDI,T1+ET,29/09/2009 23:30,LIS,S,30/09/2009 05:30
CSTTD,T1,29/09/2009 23:45,FNC,S,30/09/2009 01:15
CSTTF,T1,29/09/2009 23:45,FRA,S,30/09/2009 01:15
CSTTJ,T1,29/09/2009 23:45,BCN,S,30/09/2009 01:15
CSTTL,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTTQ,T1,29/09/2009 23:45,BRU,S,30/09/2009 01:15
CSTTS,T1,29/09/2009 23:45,HAM,S,30/09/2009 01:15
CSTTH,T1,29/09/2009 23:45,LHR,S,30/09/2009 01:15
CSTMW,T1,29/09/2009 23:45,ORY,S,30/09/2009 01:15
CSTNE,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTNL,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTNN,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTNQ,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTNR,T1,29/09/2009 23:45,OPO,S,30/09/2009 01:15
CSTJF,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTJE,T1,29/09/2009 23:45,LIS,S,30/09/2009 01:15
CSTJG,T1,29/09/2009 23:45,FNC,S,30/09/2009 01:15
CSTTA,T2,29/09/2009 23:45,FAO,S,30/09/2009 02:15
CSTNA,T2,29/09/2009 23:45,LIS,S,30/09/2009 02:15
CSTNH,T2,29/09/2009 23:45,LIS,S,30/09/2009 02:15
CSTNK,T2,29/09/2009 23:45,LIS,S,30/09/2009 02:15
CSTNB,T2,29/09/2009 23:45,LIS,S,30/09/2009 02:15
CSTTK,T2,29/09/2009 23:45,LIS,S,30/09/2009 04:00
CSTTB,T2,29/09/2009 23:45,OPO,S,30/09/2009 04:15
CSTNS,T1,29/09/2009 23:45,LIS,S,30/09/2009 05:15
CSTNI,T1,30/09/2009 00:00,LIS,S,30/09/2009 01:30
CSTTG,A,30/09/2009 00:00,LIS,S,30/09/2009 23:59
CSTTP,A,30/09/2009 00:00,LIS,S,30/09/2009 23:59
CSTKL,36,30/09/2009 00:15,LIS,S,30/09/2009 02:15
CSTOM,PURGAS,30/09/2009 05:15,LIS,S,30/09/2009 06:55
CSTOM,T1+ET,30/09/2009 07:00,LIS,S,30/09/2009 09:00
CSTON,T1+ET,30/09/2009 07:00,LIS,S,30/09/2009 09:00
FRAJA,T1,30/09/2009 07:00,DYU,S,30/09/2009 09:00
CSTOE,T1+ET,30/09/2009 07:00,LIS,S,30/09/2009 09:00
CSTOK,A,30/09/2009 07:30,LIS,S,01/10/2009 08:00
CSTOL,T1+ET,30/09/2009 08:00,OPO,S,30/09/2009 10:00
CSTOP,VT,30/09/2009 08:00,LIS,S,30/09/2009 17:30
CSTTH,VT,30/09/2009 08:40,LIS,S,30/09/2009 17:00
CSTGV,36,30/09/2009 09:00,PDL,S,30/09/2009 14:00
CSTOG,T1+ET,30/09/2009 09:45,LIS,S,30/09/2009 11:45
CSTKN,36,30/09/2009 10:00,LIS,S,30/09/2009 13:30
CSTOI,PURGAS,30/09/2009 10:30,LIS,S,30/09/2009 11:55
CSTKM,36,30/09/2009 11:00,LIS,S,30/09/2009 13:00
CSTOJ,PURGAS,30/09/2009 11:10,LIS,S,30/09/2009 11:55
CSTOF,T1+ET,30/09/2009 11:30,LIS,S,30/09/2009 13:30
CSTOI,T1+ET,30/09/2009 12:00,LIS,S,30/09/2009 14:00
CSTOJ,T1+ET,30/09/2009 12:00,LIS,S,30/09/2009 14:00
CSTOG,PURGAS,30/09/2009 12:15,LIS,S,30/09/2009 14:15
CSTOB,T1,30/09/2009 15:30,LIS,S,30/09/2009 17:30
CSTMW,T1,30/09/2009 16:15,LIS,S,30/09/2009 18:00
CSTOE,T1+ET,30/09/2009 17:00,LIS,S,30/09/2009 22:00
CSTJG,T1,30/09/2009 17:00,LIS,S,01/10/2009 01:15
CSTNE,T2,30/09/2009 17:40,LIS,S,01/10/2009 02:15
CSTKJ,36,30/09/2009 18:00,PDL,S,30/09/2009 23:59
CSTQD,T1,30/09/2009 18:30,LIS,S,30/09/2009 20:00
CSTTM,T2,30/09/2009 18:30,LIS,S,01/10/2009 04:00
CSTOP,T1+ET,30/09/2009 18:45,LIS,S,30/09/2009 20:45
CSTOC,T1,30/09/2009 19:00,LIS,S,30/09/2009 21:00
CSTOB,PURGAS,30/09/2009 19:30,LIS,S,30/09/2009 21:30
CSTTN,T1,30/09/2009 19:45,LIS,S,30/09/2009 20:45
CSTOP,T1+ET,30/09/2009 20:00,LIS,S,30/09/2009 21:30
CSTTI,T1,30/09/2009 20:20,LIS,S,01/10/2009 03:00
CSTKL,36,30/09/2009 21:00,LIS,S,30/09/2009 23:00
CSTNS,T1,30/09/2009 21:00,LIS,S,01/10/2009 03:00
CSTNP,T1,30/09/2009 21:59,LIS,S,01/10/2009 02:30
CSTKK,36,30/09/2009 22:00,FNC,S,01/10/2009 03:00
CSTNI,T1,30/09/2009 23:45,LIN,S,01/10/2009 01:15
CSTTA,T1,30/09/2009 23:45,FAO,S,01/10/2009 01:15
CSTTB,T1,30/09/2009 23:45,ORY,S,01/10/2009 01:15
CSTTE,T1,30/09/2009 23:45,FNC,S,01/10/2009 01:15
CSTTH,T1,30/09/2009 23:45,HAM,S,01/10/2009 01:15
CSTTL,T1,30/09/2009 23:45,MAD,S,01/10/2009 01:15
CSTTQ,T1,30/09/2009 23:45,BRU,S,01/10/2009 01:15
CSTTR,T1,30/09/2009 23:45,ORY,S,01/10/2009 01:15
CSTTS,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTNA,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTNB,T1,30/09/2009 23:45,OPO,S,01/10/2009 01:15
CSTNG,T1,30/09/2009 23:45,LHR,S,01/10/2009 01:15
CSTNH,T1,30/09/2009 23:45,WAW,S,01/10/2009 01:15
CSTNJ,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTNK,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTNL,T1,30/09/2009 23:45,LHR,S,01/10/2009 01:15
CSTNR,T1,30/09/2009 23:45,FNC,S,01/10/2009 01:15
CSTJE,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTJF,T1,30/09/2009 23:45,LIS,S,01/10/2009 01:15
CSTTF,T2,30/09/2009 23:45,LIS,S,01/10/2009 02:15
CSTTJ,T2,30/09/2009 23:45,LIS,S,01/10/2009 02:15
CSTNQ,T2,30/09/2009 23:45,LIS,S,01/10/2009 02:15
CSTNN,T2,30/09/2009 23:45,LIS,S,01/10/2009 02:15
CSTTD,T2,30/09/2009 23:45,FNC,S,01/10/2009 04:00
CSTTC,T1,30/09/2009 23:59,OPO,S,01/10/2009 01:29
CSTTK,T1,30/09/2009 23:59,BCN,S,01/10/2009 02:00
CSTNM,VT,01/10/2009 00:00,LIS,S,01/10/2009 14:00
CSTKI,A,01/10/2009 00:00,LIS,S,03/10/2009 00:00
CSTTG,C,01/10/2009 00:00,LIS,S,27/10/2009 09:00
