Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1684,FNC,LIS,319,9/17/2009 20:00,9/17/2009 21:35,15,113,0,97
1685,LIS,FNC,319,9/17/2009 20:45,9/17/2009 22:35,15,113,1,93
1828,TER,LIS,320,9/17/2009 20:45,9/17/2009 22:59,14,143,0,41
1982,LIS,OPO,319,9/17/2009 20:45,9/17/2009 21:40,15,113,1,93
215,LIS,RAI,320,9/17/2009 21:10,9/18/2009 1:20,14,143,4,122
217,LIS,SID,319,9/17/2009 21:10,9/18/2009 1:15,15,110,1,79
257,LIS,LAD,343,9/17/2009 21:10,9/18/2009 4:50,36,232,32,214
516,LIS,HEL,319,9/17/2009 21:20,9/18/2009 2:00,15,113,0,50
1581,OPO,FNC,319,9/17/2009 21:25,9/17/2009 23:25,15,113,0,88
1917,LIS,FAO,319,9/17/2009 21:25,9/17/2009 22:10,15,113,2,52
1693,LIS,FNC,321,9/17/2009 21:35,9/17/2009 23:25,14,178,0,83
209,LIS,DKR,319,9/17/2009 21:40,9/18/2009 1:50,14,178,0,163
104,EWR,LIS,332,9/17/2009 22:00,9/18/2009 5:15,24,239,18,140
185,LIS,GIG,343,9/17/2009 22:20,9/18/2009 8:20,36,232,35,232
197,LIS,GRU,332,9/17/2009 22:25,9/18/2009 8:25,24,244,22,226
4173,LIS,BSB,332,9/17/2009 22:30,9/18/2009 8:10,24,239,5,191
114,EWR,OPO,332,9/18/2009 0:05,9/18/2009 7:15,24,239,24,182
130,CCS,LIS,332,9/18/2009 1:50,9/18/2009 10:05,24,244,3,114
140,CNF,LIS,332,9/18/2009 1:50,9/18/2009 11:05,24,239,15,118
152,REC,LIS,332,9/18/2009 2:50,9/18/2009 10:20,24,239,14,160
210,DKR,LIS,319,9/18/2009 3:00,9/18/2009 6:50,14,178,2,125
751,BCN,LIS,319,9/18/2009 4:35,9/18/2009 6:35,15,113,1,70
829,LIN,LIS,320,9/18/2009 4:35,9/18/2009 7:25,14,143,1,142
459,ORY,OPO,319,9/18/2009 5:00,9/18/2009 7:05,15,113,1,85
1602,FNC,LIS,319,9/18/2009 5:00,9/18/2009 6:35,15,113,7,106
1951,OPO,LIS,320,9/18/2009 5:05,9/18/2009 6:00,14,143,2,121
611,BRU,LIS,319,9/18/2009 5:10,9/18/2009 7:45,15,113,2,106
1900,FAO,LIS,319,9/18/2009 5:15,9/18/2009 6:00,15,113,0,108
441,ORY,LIS,320,9/18/2009 5:20,9/18/2009 7:45,14,143,0,113
287,MPM,JNB,332,9/18/2009 6:05,9/18/2009 7:10,24,244,3,0
464,OPO,ORY,319,9/18/2009 6:05,9/18/2009 8:10,15,113,2,68
711,MAD,LIS,319,9/18/2009 6:05,9/18/2009 7:20,15,113,8,43
748,LIS,BCN,319,9/18/2009 6:05,9/18/2009 7:55,15,113,1,73
1572,FNC,OPO,319,9/18/2009 6:05,9/18/2009 8:00,15,113,0,101
834,LIS,FCO,320,9/18/2009 6:15,9/18/2009 9:10,14,143,4,107
424,LIS,CDG,320,9/18/2009 6:20,9/18/2009 8:55,14,143,7,72
1604,FNC,LIS,321,9/18/2009 6:40,9/18/2009 8:15,14,178,1,175
432,LIS,ORY,320,9/18/2009 6:55,9/18/2009 9:25,14,143,10,97
668,LIS,AMS,320,9/18/2009 6:55,9/18/2009 9:45,14,143,2,118
920,LIS,ZRH,319,9/18/2009 6:55,9/18/2009 9:40,15,113,11,61
604,LIS,BRU,320,9/18/2009 7:00,9/18/2009 9:40,14,143,4,81
806,LIS,MXP,320,9/18/2009 7:00,9/18/2009 9:35,14,143,1,82
1843,LIS,HOR,319,9/18/2009 7:00,9/18/2009 9:45,15,113,0,44
856,LIS,BLQ,319,9/18/2009 7:05,9/18/2009 9:50,15,113,0,66
864,LIS,ZAG,319,9/18/2009 7:05,9/18/2009 10:10,15,113,2,48
1861,LIS,PDL,321,9/18/2009 7:05,9/18/2009 9:35,14,178,6,129
1952,LIS,OPO,320,9/18/2009 7:10,9/18/2009 8:05,14,143,6,86
354,LIS,LHR,321,9/18/2009 7:15,9/18/2009 10:05,14,143,12,102
946,LIS,GVA,319,9/18/2009 7:25,9/18/2009 9:50,15,113,3,63
1609,LIS,FNC,319,9/18/2009 7:25,9/18/2009 9:10,15,113,2,105
570,LIS,FRA,319,9/18/2009 7:35,9/18/2009 10:40,15,113,9,95
1823,LIS,TER,319,9/18/2009 7:45,9/18/2009 10:25,14,181,0,67
1573,OPO,FNC,319,9/18/2009 7:50,9/18/2009 9:50,15,113,0,85
500,LIS,ARN,320,9/18/2009 8:05,9/18/2009 12:25,14,143,8,64
712,LIS,MAD,319,9/18/2009 8:05,9/18/2009 9:20,15,113,5,65
530,LIS,PRG,320,9/18/2009 8:10,9/18/2009 11:30,14,143,0,130
518,LIS,HEL,320,9/18/2009 8:15,9/18/2009 12:55,14,140,1,66
1615,LIS,FNC,319,9/18/2009 8:15,9/18/2009 10:05,15,113,5,106
504,LIS,CPH,319,9/18/2009 8:25,9/18/2009 12:10,15,113,7,45
506,LIS,OSL,320,9/18/2009 8:25,9/18/2009 12:25,14,143,14,68
838,LIS,FCO,320,9/18/2009 8:25,9/18/2009 11:20,14,143,10,143
536,LIS,BUD,320,9/18/2009 8:30,9/18/2009 12:10,15,113,0,112
558,LIS,MUC,320,9/18/2009 8:30,9/18/2009 11:40,14,143,5,129
560,LIS,HAM,319,9/18/2009 8:30,9/18/2009 11:50,15,113,0,107
872,LIS,VCE,320,9/18/2009 8:30,9/18/2009 11:30,14,143,9,131
287,JNB,LIS,332,9/18/2009 8:40,9/18/2009 19:20,24,244,9,94
749,BCN,LIS,319,9/18/2009 8:40,9/18/2009 10:40,15,113,1,97
1907,LIS,FAO,319,9/18/2009 8:40,9/18/2009 9:20,15,113,0,96
938,OPO,GVA,319,9/18/2009 8:50,9/18/2009 11:10,15,113,0,62
451,ORY,OPO,319,9/18/2009 8:55,9/18/2009 11:00,15,113,2,91
352,LIS,LHR,321,9/18/2009 9:00,9/18/2009 11:50,14,178,5,125
916,OPO,ZRH,320,9/18/2009 9:00,9/18/2009 11:35,14,143,1,103
181,OPO,GIG,332,9/18/2009 9:15,9/18/2009 19:40,24,239,20,219
425,CDG,LIS,320,9/18/2009 9:40,9/18/2009 12:20,14,143,6,122
837,FCO,LIS,320,9/18/2009 9:55,9/18/2009 12:55,14,143,6,142
1614,FNC,LIS,319,9/18/2009 9:55,9/18/2009 11:30,15,113,14,113
1908,FAO,LIS,319,9/18/2009 10:00,9/18/2009 10:45,15,113,2,83
4191,LIS,GRU,332,9/18/2009 10:00,9/18/2009 20:00,24,244,24,228
437,ORY,LIS,320,9/18/2009 10:10,9/18/2009 12:35,14,143,12,138
803,MXP,LIS,320,9/18/2009 10:20,9/18/2009 13:00,14,143,12,123
1860,PDL,LIS,321,9/18/2009 10:25,9/18/2009 12:30,14,178,2,165
665,AMS,LIS,320,9/18/2009 10:30,9/18/2009 13:35,14,143,5,144
1574,FNC,OPO,319,9/18/2009 10:30,9/18/2009 12:25,15,113,1,107
103,LIS,EWR,332,9/18/2009 10:35,9/18/2009 19:05,24,239,23,192
582,LIS,WAW,320,9/18/2009 10:35,9/18/2009 14:30,14,143,0,92
857,BLQ,LIS,319,9/18/2009 10:35,9/18/2009 13:35,15,113,3,113
1844,HOR,LIS,319,9/18/2009 10:35,9/18/2009 13:05,15,113,0,106
348,FNC,LGW,319,9/18/2009 10:45,9/18/2009 14:30,15,113,14,102
714,LIS,MAD,319,9/18/2009 10:50,9/18/2009 12:05,15,113,3,71
713,MAD,LIS,319,9/18/2009 11:00,9/18/2009 12:15,15,113,13,113
1824,TER,LIS,319,9/18/2009 11:15,9/18/2009 13:30,14,181,0,62
251,LIS,LAD,343,9/18/2009 11:30,9/18/2009 19:10,36,232,28,228
1963,OPO,LIS,319,9/18/2009 11:40,9/18/2009 12:35,15,113,11,96
839,FCO,LIS,320,9/18/2009 12:05,9/18/2009 15:05,14,143,11,143
438,LIS,ORY,319,9/18/2009 12:15,9/18/2009 14:40,15,113,9,112
873,VCE,LIS,320,9/18/2009 12:15,9/18/2009 15:25,14,143,1,116
715,MAD,LIS,319,9/18/2009 12:50,9/18/2009 14:05,15,113,2,112
1627,LIS,FNC,319,9/18/2009 13:00,9/18/2009 14:45,15,113,4,101
501,ARN,LIS,320,9/18/2009 13:10,9/18/2009 17:35,14,143,2,135
507,OSL,LIS,320,9/18/2009 13:10,9/18/2009 17:20,14,143,5,141
1577,OPO,FNC,319,9/18/2009 13:10,9/18/2009 15:10,15,113,0,94
576,LIS,FRA,320,9/18/2009 13:15,9/18/2009 16:20,14,143,7,134
660,LIS,AMS,320,9/18/2009 13:20,9/18/2009 16:15,14,143,7,143
686,LIS,LUX,319,9/18/2009 13:20,9/18/2009 16:00,15,113,8,112
842,LIS,FCO,319,9/18/2009 13:20,9/18/2009 16:15,15,113,12,113
356,LIS,LHR,321,9/18/2009 13:35,9/18/2009 16:25,14,178,5,135
926,LIS,ZRH,320,9/18/2009 13:40,9/18/2009 16:30,14,143,5,86
742,LIS,BCN,319,9/18/2009 13:45,9/18/2009 15:35,15,113,9,108
804,LIS,MXP,320,9/18/2009 13:50,9/18/2009 16:30,14,143,1,110
1970,LIS,OPO,320,9/18/2009 13:50,9/18/2009 14:45,14,143,13,83
165,LIS,FOR,332,9/18/2009 14:00,9/18/2009 21:30,24,244,10,166
614,LIS,BRU,319,9/18/2009 14:00,9/18/2009 16:45,15,113,12,112
1633,LIS,FNC,319,9/18/2009 14:15,9/18/2009 16:05,15,113,4,89
440,LIS,ORY,321,9/18/2009 14:20,9/18/2009 16:50,14,178,5,150
484,LIS,NCE,319,9/18/2009 14:20,9/18/2009 16:45,15,113,0,30
944,LIS,GVA,319,9/18/2009 14:20,9/18/2009 16:50,14,143,2,98
141,LIS,CNF,332,9/18/2009 14:40,9/19/2009 0:20,24,239,11,137
1913,LIS,FAO,319,9/18/2009 14:50,9/18/2009 15:35,15,113,12,79
153,LIS,REC,332,9/18/2009 15:00,9/18/2009 22:50,24,239,14,101
718,LIS,MAD,320,9/18/2009 15:00,9/18/2009 16:15,14,143,7,88
157,LIS,SSA,332,9/18/2009 15:05,9/18/2009 23:50,24,239,12,225
386,OPO,LHR,319,9/18/2009 15:05,9/18/2009 17:30,15,113,1,98
349,LGW,FNC,319,9/18/2009 15:20,9/18/2009 19:15,15,113,2,100
439,ORY,LIS,319,9/18/2009 15:25,9/18/2009 17:50,15,113,15,113
1626,FNC,LIS,319,9/18/2009 15:25,9/18/2009 17:00,15,113,15,113
468,OPO,ORY,320,9/18/2009 15:40,9/18/2009 17:50,14,143,0,101
580,LIS,WAW,320,9/18/2009 15:50,9/18/2009 19:45,14,143,0,127
1580,FNC,OPO,319,9/18/2009 15:50,9/18/2009 17:45,15,113,13,113
1975,OPO,LIS,320,9/18/2009 15:55,9/18/2009 16:50,14,143,7,52
752,LIS,BCN,319,9/18/2009 16:05,9/18/2009 17:55,15,113,3,93
1639,LIS,FNC,321,9/18/2009 16:05,9/18/2009 17:55,14,181,9,155
502,LIS,CPH,319,9/18/2009 16:15,9/18/2009 20:00,15,113,1,60
1847,LIS,HOR,320,9/18/2009 16:15,9/18/2009 19:00,14,143,1,57
1912,FAO,LIS,319,9/18/2009 16:15,9/18/2009 17:00,15,113,2,105
743,BCN,LIS,319,9/18/2009 16:20,9/18/2009 18:20,15,113,10,111
1632,FNC,LIS,319,9/18/2009 16:45,9/18/2009 18:20,15,113,3,112
1755,OPO,PXO,319,9/18/2009 16:45,9/18/2009 18:35,15,113,0,44
661,AMS,LIS,320,9/18/2009 17:00,9/18/2009 20:00,14,143,14,143
719,MAD,LIS,320,9/18/2009 17:00,9/18/2009 18:15,14,143,13,141
843,FCO,LIS,319,9/18/2009 17:00,9/18/2009 20:00,15,113,15,113
805,MXP,LIS,320,9/18/2009 17:15,9/18/2009 20:00,14,143,12,141
1827,LIS,TER,319,9/18/2009 17:15,9/18/2009 19:55,15,113,0,89
615,BRU,LIS,319,9/18/2009 17:30,9/18/2009 20:10,15,113,15,113
358,LIS,LHR,320,9/18/2009 17:35,9/18/2009 20:25,14,143,6,99
445,ORY,LIS,321,9/18/2009 17:35,9/18/2009 20:00,14,178,11,175
448,LIS,ORY,319,9/18/2009 17:45,9/18/2009 20:15,15,113,6,99
566,LIS,HAM,319,9/18/2009 17:45,9/18/2009 21:00,15,113,2,107
928,LIS,ZRH,319,9/18/2009 18:00,9/18/2009 20:50,15,113,1,77
552,LIS,MUC,320,9/18/2009 18:05,9/18/2009 21:15,14,143,1,142
578,LIS,FRA,320,9/18/2009 18:10,9/18/2009 21:15,14,143,0,138
452,OPO,ORY,319,9/18/2009 18:30,9/18/2009 20:40,15,113,1,93
457,ORY,OPO,320,9/18/2009 18:35,9/18/2009 20:40,14,143,5,136
1664,FNC,LIS,321,9/18/2009 18:35,9/18/2009 20:10,14,181,4,155
741,BCN,LIS,319,9/18/2009 18:40,9/18/2009 20:40,15,113,10,110
618,LIS,BRU,320,9/18/2009 18:45,9/18/2009 21:30,14,143,2,136
826,LIS,LIN,320,9/18/2009 18:50,9/18/2009 21:30,14,143,14,143
362,LIS,LHR,320,9/18/2009 18:55,9/18/2009 21:45,14,143,6,81
724,LIS,MAD,319,9/18/2009 19:05,9/18/2009 20:20,15,113,7,57
740,LIS,BCN,319,9/18/2009 19:05,9/18/2009 20:55,15,113,1,93
198,GRU,LIS,332,9/18/2009 19:20,9/19/2009 5:05,24,244,24,195
1754,PXO,OPO,319,9/18/2009 19:20,9/18/2009 21:05,15,113,0,68
186,GIG,LIS,343,9/18/2009 19:25,9/19/2009 5:00,36,232,36,215
170,BSB,LIS,332,9/18/2009 19:40,9/19/2009 4:55,24,239,20,189
1848,HOR,LIS,320,9/18/2009 19:50,9/18/2009 22:20,14,143,0,76
1684,FNC,LIS,319,9/18/2009 20:00,9/18/2009 21:35,15,113,3,110
1739,LIS,PXO,319,9/18/2009 20:20,9/18/2009 22:05,15,113,0,75
1685,LIS,FNC,320,9/18/2009 20:45,9/18/2009 22:35,14,143,7,128
1828,TER,LIS,319,9/18/2009 20:45,9/18/2009 22:59,15,113,1,100
1982,LIS,OPO,319,9/18/2009 20:45,9/18/2009 21:40,15,113,7,90
205,LIS,OXB,320,9/18/2009 21:00,9/19/2009 1:10,14,140,3,113
182,GIG,OPO,332,9/18/2009 21:10,9/19/2009 7:15,24,239,18,129
215,LIS,RAI,320,9/18/2009 21:10,9/19/2009 1:20,14,143,0,65
217,LIS,SID,319,9/18/2009 21:10,9/19/2009 1:15,15,110,0,32
257,LIS,LAD,343,9/18/2009 21:10,9/19/2009 4:50,36,232,35,218
1581,OPO,FNC,319,9/18/2009 21:25,9/18/2009 23:25,15,113,0,95
1917,LIS,FAO,319,9/18/2009 21:25,9/18/2009 22:10,15,113,3,41
1693,LIS,FNC,320,9/18/2009 21:35,9/18/2009 23:25,14,143,1,123
209,LIS,DKR,319,9/18/2009 21:40,9/19/2009 1:50,14,140,1,110
104,EWR,LIS,332,9/18/2009 22:00,9/19/2009 5:15,24,239,24,183
197,LIS,GRU,332,9/18/2009 22:25,9/19/2009 8:25,24,244,23,244
1583,OPO,FNC,319,9/18/2009 22:30,9/19/2009 0:30,15,113,0,49
4173,LIS,BSB,332,9/18/2009 22:30,9/19/2009 8:10,24,244,23,211
1740,PXO,LIS,319,9/18/2009 22:50,9/19/2009 0:20,15,113,2,64
164,FOR,LIS,332,9/18/2009 23:00,9/19/2009 6:00,24,244,19,219
1584,FNC,OPO,320,9/18/2009 23:15,9/19/2009 1:10,14,143,0,71
140,CNF,LIS,332,9/19/2009 1:50,9/19/2009 11:05,24,239,15,159
194,GRU,LIS,332,9/19/2009 1:50,9/19/2009 11:35,24,244,20,225
200,OXB,LIS,320,9/19/2009 2:05,9/19/2009 6:05,14,140,9,99
158,SSA,LIS,332,9/19/2009 2:45,9/19/2009 11:00,24,239,23,214
152,REC,LIS,332,9/19/2009 2:50,9/19/2009 10:20,24,239,24,173
210,DKR,LIS,319,9/19/2009 3:00,9/19/2009 6:55,14,140,12,99
751,BCN,LIS,319,9/19/2009 4:35,9/19/2009 6:35,15,113,3,97
829,LIN,LIS,320,9/19/2009 4:35,9/19/2009 7:25,14,143,0,118
459,ORY,OPO,319,9/19/2009 5:00,9/19/2009 7:05,15,113,0,93
1602,FNC,LIS,320,9/19/2009 5:00,9/19/2009 6:35,14,143,4,143
1951,OPO,LIS,320,9/19/2009 5:05,9/19/2009 6:00,14,143,2,104
611,BRU,LIS,320,9/19/2009 5:10,9/19/2009 7:45,14,143,2,129
1948,LIS,OPO,319,9/19/2009 5:10,9/19/2009 6:05,15,113,1,6
1900,FAO,LIS,319,9/19/2009 5:15,9/19/2009 6:00,15,113,0,90
441,ORY,LIS,319,9/19/2009 5:20,9/19/2009 7:45,15,113,1,91
464,OPO,ORY,320,9/19/2009 6:05,9/19/2009 8:10,14,143,1,72
711,MAD,LIS,319,9/19/2009 6:05,9/19/2009 7:20,15,113,0,15
1572,FNC,OPO,319,9/19/2009 6:05,9/19/2009 8:00,15,113,0,79
834,LIS,FCO,320,9/19/2009 6:15,9/19/2009 9:10,14,143,5,126
424,LIS,CDG,319,9/19/2009 6:20,9/19/2009 8:55,15,113,2,56
1604,FNC,LIS,319,9/19/2009 6:40,9/19/2009 8:15,15,113,2,113
354,LIS,LHR,320,9/19/2009 6:45,9/19/2009 9:35,14,143,12,107
1953,OPO,LIS,319,9/19/2009 6:45,9/19/2009 7:40,15,113,5,79
432,LIS,ORY,321,9/19/2009 6:55,9/19/2009 9:25,14,178,2,87
668,LIS,AMS,319,9/19/2009 6:55,9/19/2009 9:45,14,143,6,88
920,LIS,ZRH,319,9/19/2009 6:55,9/19/2009 9:40,15,113,2,73
604,LIS,BRU,319,9/19/2009 7:00,9/19/2009 9:40,15,113,5,111
806,LIS,MXP,320,9/19/2009 7:00,9/19/2009 9:35,14,143,2,110
1843,LIS,HOR,319,9/19/2009 7:00,9/19/2009 9:45,15,113,0,56
856,LIS,BLQ,320,9/19/2009 7:05,9/19/2009 9:50,14,143,1,113
1952,LIS,OPO,320,9/19/2009 7:10,9/19/2009 8:05,14,143,12,97
946,LIS,GVA,319,9/19/2009 7:25,9/19/2009 9:50,15,113,2,66
1609,LIS,FNC,319,9/19/2009 7:25,9/19/2009 9:10,15,113,2,94
4185,LIS,GIG,343,9/19/2009 7:30,9/19/2009 17:35,36,232,35,228
570,LIS,FRA,320,9/19/2009 7:35,9/19/2009 10:40,14,143,9,114
1823,LIS,TER,321,9/19/2009 7:45,9/19/2009 10:25,14,178,2,79
1573,OPO,FNC,319,9/19/2009 7:50,9/19/2009 9:50,15,113,1,91
712,LIS,MAD,319,9/19/2009 8:05,9/19/2009 9:20,15,113,1,63
500,LIS,ARN,320,9/19/2009 8:10,9/19/2009 12:25,14,143,5,84
530,LIS,PRG,320,9/19/2009 8:10,9/19/2009 11:30,14,143,7,144
1615,LIS,FNC,319,9/19/2009 8:15,9/19/2009 10:05,15,113,0,105
1817,LIS,PIX,320,9/19/2009 8:15,9/19/2009 11:10,14,143,0,80
592,LIS,DME,320,9/19/2009 8:20,9/19/2009 13:40,14,143,11,139
504,LIS,CPH,319,9/19/2009 8:25,9/19/2009 12:10,15,113,2,71
506,LIS,OSL,320,9/19/2009 8:25,9/19/2009 12:25,15,113,8,113
838,LIS,FCO,320,9/19/2009 8:25,9/19/2009 11:20,14,143,1,137
536,LIS,BUD,320,9/19/2009 8:30,9/19/2009 12:10,14,143,0,132
558,LIS,MUC,321,9/19/2009 8:30,9/19/2009 11:40,14,178,6,154
560,LIS,HAM,319,9/19/2009 8:30,9/19/2009 11:50,15,113,1,100
872,LIS,VCE,319,9/19/2009 8:30,9/19/2009 11:30,15,113,0,112
263,LIS,MPM,343,9/19/2009 8:40,9/19/2009 19:25,36,232,26,161
434,LIS,ORY,319,9/19/2009 8:40,9/19/2009 11:05,15,113,1,99
1907,LIS,FAO,320,9/19/2009 8:40,9/19/2009 9:20,15,113,3,105
938,OPO,GVA,320,9/19/2009 8:50,9/19/2009 11:10,14,143,2,122
451,ORY,OPO,320,9/19/2009 8:55,9/19/2009 11:00,14,143,5,130
352,LIS,LHR,319,9/19/2009 9:00,9/19/2009 11:50,15,113,8,101
916,OPO,ZRH,319,9/19/2009 9:00,9/19/2009 11:35,15,113,0,97
195,OPO,GRU,332,9/19/2009 9:15,9/19/2009 20:05,24,239,15,216
425,CDG,LIS,319,9/19/2009 9:40,9/19/2009 12:20,15,113,8,98
837,FCO,LIS,320,9/19/2009 9:55,9/19/2009 12:55,14,143,11,143
1614,FNC,LIS,319,9/19/2009 9:55,9/19/2009 11:30,15,113,7,112
1908,FAO,LIS,320,9/19/2009 10:00,9/19/2009 10:45,15,113,15,113
437,ORY,LIS,321,9/19/2009 10:10,9/19/2009 12:35,14,178,7,165
605,BRU,LIS,319,9/19/2009 10:25,9/19/2009 13:10,15,113,4,108
665,AMS,LIS,319,9/19/2009 10:30,9/19/2009 13:35,14,143,9,138
1574,FNC,OPO,319,9/19/2009 10:30,9/19/2009 12:25,15,113,0,95
103,LIS,EWR,332,9/19/2009 10:35,9/19/2009 19:05,24,244,20,234
857,BLQ,LIS,320,9/19/2009 10:35,9/19/2009 13:35,14,143,2,135
1844,HOR,LIS,319,9/19/2009 10:35,9/19/2009 13:05,15,113,0,93
1621,LIS,FNC,320,9/19/2009 10:40,9/19/2009 12:30,14,143,2,121
348,FNC,LGW,319,9/19/2009 10:45,9/19/2009 14:30,15,113,8,100
714,LIS,MAD,319,9/19/2009 10:50,9/19/2009 12:05,15,113,0,64
713,MAD,LIS,319,9/19/2009 11:00,9/19/2009 12:15,15,113,4,96
1824,TER,LIS,321,9/19/2009 11:15,9/19/2009 13:30,14,178,1,110
1963,OPO,LIS,320,9/19/2009 11:40,9/19/2009 12:35,14,143,14,143
342,LIS,LGW,320,9/19/2009 11:45,9/19/2009 14:30,14,143,6,111
435,ORY,LIS,319,9/19/2009 11:50,9/19/2009 14:15,15,113,6,113
839,FCO,LIS,320,9/19/2009 12:05,9/19/2009 15:05,14,143,7,143
438,LIS,ORY,319,9/19/2009 12:15,9/19/2009 14:40,15,113,7,102
873,VCE,LIS,319,9/19/2009 12:15,9/19/2009 15:25,15,113,12,112
715,MAD,LIS,319,9/19/2009 12:50,9/19/2009 14:05,15,113,5,113
1627,LIS,FNC,319,9/19/2009 13:00,9/19/2009 14:45,15,113,7,74
501,ARN,LIS,320,9/19/2009 13:10,9/19/2009 17:35,14,143,7,124
507,OSL,LIS,320,9/19/2009 13:10,9/19/2009 17:20,15,113,5,98
1577,OPO,FNC,319,9/19/2009 13:10,9/19/2009 15:10,15,113,2,86
4726,FNC,MAD,320,9/19/2009 13:10,9/19/2009 15:25,14,143,1,143
576,LIS,FRA,319,9/19/2009 13:15,9/19/2009 16:20,15,113,6,111
660,LIS,AMS,319,9/19/2009 13:20,9/19/2009 16:15,14,143,11,103
842,LIS,FCO,321,9/19/2009 13:20,9/19/2009 16:15,14,181,5,174
1817,TER,LIS,320,9/19/2009 13:25,9/19/2009 15:40,14,143,0,13
356,LIS,LHR,320,9/19/2009 13:35,9/19/2009 16:25,14,143,4,120
926,LIS,ZRH,320,9/19/2009 13:40,9/19/2009 16:30,14,143,7,129
804,LIS,MXP,320,9/19/2009 13:50,9/19/2009 16:30,14,143,4,108
1970,LIS,OPO,320,9/19/2009 13:50,9/19/2009 14:45,14,143,13,107
165,LIS,FOR,332,9/19/2009 14:00,9/19/2009 21:30,24,239,8,152
614,LIS,BRU,319,9/19/2009 14:00,9/19/2009 16:45,15,113,9,113
1735,LIS,PXO,319,9/19/2009 14:05,9/19/2009 15:50,15,113,2,68
1633,LIS,FNC,319,9/19/2009 14:15,9/19/2009 16:05,14,143,6,109
440,LIS,ORY,321,9/19/2009 14:20,9/19/2009 16:50,14,178,8,167
484,LIS,NCE,319,9/19/2009 14:20,9/19/2009 16:45,15,113,6,53
944,LIS,GVA,319,9/19/2009 14:20,9/19/2009 16:50,15,113,14,113
141,LIS,CNF,332,9/19/2009 14:40,9/20/2009 0:20,24,239,18,163
145,LIS,NAT,332,9/19/2009 14:45,9/19/2009 22:15,24,239,7,179
1913,LIS,FAO,319,9/19/2009 14:50,9/19/2009 15:35,15,113,1,66
153,LIS,REC,332,9/19/2009 15:00,9/19/2009 22:50,24,244,20,181
718,LIS,MAD,319,9/19/2009 15:00,9/19/2009 16:15,15,113,6,84
157,LIS,SSA,332,9/19/2009 15:05,9/19/2009 23:50,24,239,24,176
386,OPO,LHR,320,9/19/2009 15:05,9/19/2009 17:30,14,143,9,129
121,LIS,CCS,332,9/19/2009 15:10,9/20/2009 0:20,24,244,20,244
343,LGW,LIS,320,9/19/2009 15:20,9/19/2009 18:00,14,143,0,65
349,LGW,FNC,319,9/19/2009 15:20,9/19/2009 19:15,15,113,13,94
439,ORY,LIS,319,9/19/2009 15:25,9/19/2009 17:50,15,113,5,100
1626,FNC,LIS,319,9/19/2009 15:25,9/19/2009 17:00,15,113,9,113
1972,LIS,OPO,320,9/19/2009 15:30,9/19/2009 16:25,14,143,13,84
468,OPO,ORY,319,9/19/2009 15:40,9/19/2009 17:50,0,132,0,118
1580,FNC,OPO,319,9/19/2009 15:50,9/19/2009 17:45,15,113,0,104
1975,OPO,LIS,320,9/19/2009 15:55,9/19/2009 16:50,14,143,2,48
752,LIS,BCN,320,9/19/2009 16:05,9/19/2009 17:55,15,113,0,98
1639,LIS,FNC,320,9/19/2009 16:05,9/19/2009 17:55,14,143,6,132
4727,MAD,FNC,320,9/19/2009 16:10,9/19/2009 18:25,14,143,2,135
502,LIS,CPH,319,9/19/2009 16:15,9/19/2009 20:00,15,113,0,65
1912,FAO,LIS,319,9/19/2009 16:15,9/19/2009 17:00,15,113,7,108
1736,PXO,LIS,319,9/19/2009 16:35,9/19/2009 18:05,15,113,0,98
1632,FNC,LIS,319,9/19/2009 16:45,9/19/2009 18:20,14,143,2,104
661,AMS,LIS,319,9/19/2009 17:00,9/19/2009 20:00,14,143,3,111
719,MAD,LIS,319,9/19/2009 17:00,9/19/2009 18:15,15,113,3,49
843,FCO,LIS,321,9/19/2009 17:00,9/19/2009 20:00,14,181,5,181
1977,OPO,LIS,320,9/19/2009 17:05,9/19/2009 18:00,14,143,3,67
1827,LIS,TER,321,9/19/2009 17:15,9/19/2009 19:55,14,178,1,118
615,BRU,LIS,319,9/19/2009 17:30,9/19/2009 20:10,15,113,4,86
358,LIS,LHR,320,9/19/2009 17:35,9/19/2009 20:25,14,143,1,108
445,ORY,LIS,321,9/19/2009 17:35,9/19/2009 20:00,14,178,12,108
448,LIS,ORY,320,9/19/2009 17:45,9/19/2009 20:15,14,143,2,119
566,LIS,HAM,319,9/19/2009 17:45,9/19/2009 21:00,15,113,1,108
928,LIS,ZRH,319,9/19/2009 18:00,9/19/2009 20:50,15,113,2,90
4805,MXP,OPO,320,9/19/2009 18:00,9/19/2009 20:45,14,143,0,149
552,LIS,MUC,320,9/19/2009 18:05,9/19/2009 21:15,14,143,2,118
578,LIS,FRA,320,9/19/2009 18:10,9/19/2009 21:15,14,143,2,127
662,LIS,AMS,319,9/19/2009 18:20,9/19/2009 21:15,15,113,0,106
452,OPO,ORY,319,9/19/2009 18:30,9/19/2009 20:40,0,132,0,122
457,ORY,OPO,319,9/19/2009 18:35,9/19/2009 20:40,15,113,0,94
1664,FNC,LIS,320,9/19/2009 18:35,9/19/2009 20:10,14,143,4,126
741,BCN,LIS,320,9/19/2009 18:40,9/19/2009 20:40,15,113,6,105
618,LIS,BRU,319,9/19/2009 18:45,9/19/2009 21:30,15,113,9,113
