Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
566,LIS,HAM,319,9/15/2009 17:45,9/15/2009 21:00,15,113,1,108
836,LIS,FCO,320,9/15/2009 17:55,9/15/2009 20:50,14,143,0,124
552,LIS,MUC,319,9/15/2009 18:05,9/15/2009 21:15,15,113,2,108
662,LIS,AMS,320,9/15/2009 18:20,9/15/2009 21:15,14,143,4,84
452,OPO,ORY,319,9/15/2009 18:30,9/15/2009 20:40,15,113,0,79
457,ORY,OPO,319,9/15/2009 18:35,9/15/2009 20:40,15,113,1,85
721,MAD,LIS,319,9/15/2009 18:40,9/15/2009 19:55,15,113,0,49
741,BCN,LIS,319,9/15/2009 18:40,9/15/2009 20:40,15,113,8,113
618,LIS,BRU,320,9/15/2009 18:45,9/15/2009 21:30,14,143,6,139
826,LIS,LIN,320,9/15/2009 18:50,9/15/2009 21:30,14,143,6,123
942,LIS,GVA,319,9/15/2009 18:50,9/15/2009 21:15,15,113,2,73
362,LIS,LHR,320,9/15/2009 18:55,9/15/2009 21:45,14,143,7,102
724,LIS,MAD,319,9/15/2009 19:05,9/15/2009 20:20,15,113,8,72
740,LIS,BCN,319,9/15/2009 19:05,9/15/2009 20:55,15,113,0,88
198,GRU,LIS,332,9/15/2009 19:20,9/16/2009 5:05,24,244,17,198
1826,TER,LIS,320,9/15/2009 19:20,9/15/2009 21:35,14,143,2,124
186,GIG,LIS,343,9/15/2009 19:25,9/16/2009 5:00,36,232,23,223
170,BSB,LIS,332,9/15/2009 19:40,9/16/2009 4:55,24,239,18,183
1684,FNC,LIS,320,9/15/2009 20:00,9/15/2009 21:35,14,143,10,142
1685,LIS,FNC,319,9/15/2009 20:45,9/15/2009 22:35,15,113,0,106
1828,TER,LIS,320,9/15/2009 20:45,9/15/2009 22:59,14,143,0,52
1982,LIS,OPO,319,9/15/2009 20:45,9/15/2009 21:40,15,113,2,95
209,LIS,DKR,320,9/15/2009 21:00,9/16/2009 1:10,14,143,1,119
217,LIS,SID,319,9/15/2009 21:10,9/16/2009 1:15,15,110,4,97
257,LIS,LAD,343,9/15/2009 21:10,9/16/2009 4:50,36,232,36,231
1581,OPO,FNC,319,9/15/2009 21:25,9/15/2009 23:25,15,113,2,73
1917,LIS,FAO,319,9/15/2009 21:25,9/15/2009 22:10,15,113,0,59
192,GRU,OPO,332,9/15/2009 21:35,9/16/2009 7:45,24,239,22,121
1693,LIS,FNC,321,9/15/2009 21:35,9/15/2009 23:25,14,178,0,123
104,EWR,LIS,332,9/15/2009 22:00,9/16/2009 5:15,24,244,19,153
185,LIS,GIG,343,9/15/2009 22:20,9/16/2009 8:20,36,232,34,204
4173,LIS,BSB,332,9/15/2009 22:30,9/16/2009 8:10,24,239,15,147
164,FOR,LIS,332,9/15/2009 23:00,9/16/2009 6:00,24,244,10,206
146,NAT,LIS,343,9/15/2009 23:45,9/16/2009 7:00,36,232,1,152
140,CNF,LIS,332,9/16/2009 1:50,9/16/2009 11:05,24,239,8,144
210,DKR,LIS,320,9/16/2009 2:10,9/16/2009 6:05,14,143,0,126
158,SSA,LIS,332,9/16/2009 2:45,9/16/2009 11:00,24,239,16,209
152,REC,LIS,332,9/16/2009 2:50,9/16/2009 10:20,24,239,15,147
835,FCO,LIS,320,9/16/2009 4:20,9/16/2009 7:20,14,143,2,47
667,AMS,LIS,320,9/16/2009 4:25,9/16/2009 7:25,14,143,0,78
829,LIN,LIS,320,9/16/2009 4:35,9/16/2009 7:25,14,143,2,60
459,ORY,OPO,319,9/16/2009 5:00,9/16/2009 7:05,15,113,1,113
1602,FNC,LIS,319,9/16/2009 5:00,9/16/2009 6:35,0,132,0,122
283,JNB,MPM,332,9/16/2009 5:05,9/16/2009 6:20,24,244,2,0
1951,OPO,LIS,320,9/16/2009 5:05,9/16/2009 6:00,14,143,1,96
611,BRU,LIS,320,9/16/2009 5:10,9/16/2009 7:45,14,143,0,114
1900,FAO,LIS,319,9/16/2009 5:15,9/16/2009 6:00,15,113,0,89
441,ORY,LIS,319,9/16/2009 5:20,9/16/2009 7:45,15,113,0,69
464,OPO,ORY,319,9/16/2009 6:05,9/16/2009 8:10,15,113,0,104
711,MAD,LIS,319,9/16/2009 6:05,9/16/2009 7:20,15,113,0,90
748,LIS,BCN,319,9/16/2009 6:05,9/16/2009 7:55,15,113,4,64
1572,FNC,OPO,319,9/16/2009 6:05,9/16/2009 8:00,15,113,15,113
834,LIS,FCO,321,9/16/2009 6:15,9/16/2009 9:10,14,181,5,112
424,LIS,CDG,320,9/16/2009 6:20,9/16/2009 8:55,14,143,6,89
1604,FNC,LIS,321,9/16/2009 6:40,9/16/2009 8:15,14,178,13,181
354,LIS,LHR,320,9/16/2009 6:45,9/16/2009 9:35,14,143,1,106
432,LIS,ORY,321,9/16/2009 6:55,9/16/2009 9:25,14,143,2,112
668,LIS,AMS,320,9/16/2009 6:55,9/16/2009 9:45,14,143,3,84
920,LIS,ZRH,319,9/16/2009 6:55,9/16/2009 9:40,15,113,4,63
604,LIS,BRU,320,9/16/2009 7:00,9/16/2009 9:40,14,143,3,122
806,LIS,MXP,320,9/16/2009 7:00,9/16/2009 9:35,14,143,5,130
1821,LIS,TER,332,9/16/2009 7:00,9/16/2009 9:40,14,181,0,65
1861,LIS,PDL,320,9/16/2009 7:00,9/16/2009 9:30,14,143,2,105
856,LIS,BLQ,319,9/16/2009 7:05,9/16/2009 9:50,15,113,0,102
864,LIS,ZAG,319,9/16/2009 7:05,9/16/2009 10:10,15,113,0,72
1952,LIS,OPO,320,9/16/2009 7:10,9/16/2009 8:05,14,143,11,95
946,LIS,GVA,319,9/16/2009 7:25,9/16/2009 9:50,15,113,3,56
1609,LIS,FNC,319,9/16/2009 7:25,9/16/2009 9:10,15,113,1,90
570,LIS,FRA,319,9/16/2009 7:35,9/16/2009 10:40,15,113,10,90
283,MPM,LIS,332,9/16/2009 7:45,9/16/2009 18:55,24,244,17,122
1573,OPO,FNC,319,9/16/2009 7:50,9/16/2009 9:50,15,113,0,110
712,LIS,MAD,319,9/16/2009 8:05,9/16/2009 9:20,15,113,3,63
746,LIS,BCN,320,9/16/2009 8:05,9/16/2009 9:55,14,143,1,95
530,LIS,PRG,319,9/16/2009 8:10,9/16/2009 11:30,15,113,2,79
518,LIS,HEL,319,9/16/2009 8:15,9/16/2009 12:55,15,113,1,89
1615,LIS,FNC,320,9/16/2009 8:15,9/16/2009 10:05,14,143,1,127
506,LIS,OSL,320,9/16/2009 8:25,9/16/2009 12:25,14,143,5,64
838,LIS,FCO,320,9/16/2009 8:25,9/16/2009 11:20,14,143,3,122
4510,LIS,CPH,320,9/16/2009 8:25,9/16/2009 12:00,24,131,0,91
558,LIS,MUC,319,9/16/2009 8:30,9/16/2009 11:40,15,113,5,107
560,LIS,HAM,320,9/16/2009 8:30,9/16/2009 11:50,14,143,3,109
872,LIS,VCE,319,9/16/2009 8:30,9/16/2009 11:30,15,113,7,79
749,BCN,LIS,319,9/16/2009 8:40,9/16/2009 10:40,15,113,2,95
1907,LIS,FAO,320,9/16/2009 8:40,9/16/2009 9:20,14,143,2,95
938,OPO,GVA,319,9/16/2009 8:50,9/16/2009 11:10,15,113,0,78
451,ORY,OPO,319,9/16/2009 8:55,9/16/2009 11:00,15,113,0,51
352,LIS,LHR,321,9/16/2009 9:00,9/16/2009 11:50,14,178,6,150
916,OPO,ZRH,320,9/16/2009 9:00,9/16/2009 11:35,14,143,2,91
425,CDG,LIS,320,9/16/2009 9:40,9/16/2009 12:20,14,143,1,72
1614,FNC,LIS,319,9/16/2009 9:55,9/16/2009 11:30,15,113,13,113
1908,FAO,LIS,320,9/16/2009 10:00,9/16/2009 10:45,14,143,1,113
4191,LIS,GRU,332,9/16/2009 10:00,9/16/2009 20:00,24,244,24,213
125,OPO,CCS,332,9/16/2009 10:10,9/16/2009 19:30,24,239,23,232
437,ORY,LIS,321,9/16/2009 10:10,9/16/2009 12:35,14,143,1,127
803,MXP,LIS,320,9/16/2009 10:20,9/16/2009 13:00,14,143,5,139
1860,PDL,LIS,320,9/16/2009 10:20,9/16/2009 12:30,14,143,6,138
605,BRU,LIS,320,9/16/2009 10:25,9/16/2009 13:10,14,143,4,118
665,AMS,LIS,320,9/16/2009 10:30,9/16/2009 13:35,14,143,3,129
1574,FNC,OPO,319,9/16/2009 10:30,9/16/2009 12:25,0,132,0,120
103,LIS,EWR,332,9/16/2009 10:35,9/16/2009 19:05,24,244,19,155
857,BLQ,LIS,319,9/16/2009 10:35,9/16/2009 13:35,15,113,0,104
745,BCN,LIS,320,9/16/2009 10:40,9/16/2009 12:40,14,143,7,118
348,FNC,LGW,320,9/16/2009 10:45,9/16/2009 14:30,14,143,9,135
714,LIS,MAD,319,9/16/2009 10:50,9/16/2009 12:05,15,113,1,86
713,MAD,LIS,319,9/16/2009 11:00,9/16/2009 12:15,15,113,1,101
1963,OPO,LIS,319,9/16/2009 11:40,9/16/2009 12:35,15,113,15,83
342,LIS,LGW,320,9/16/2009 11:45,9/16/2009 14:30,14,143,0,101
839,FCO,LIS,320,9/16/2009 12:05,9/16/2009 15:05,14,143,0,106
438,LIS,ORY,319,9/16/2009 12:15,9/16/2009 14:40,15,113,7,106
873,VCE,LIS,319,9/16/2009 12:15,9/16/2009 15:25,15,113,9,89
1825,LIS,TER,320,9/16/2009 12:20,9/16/2009 15:00,14,143,0,94
715,MAD,LIS,319,9/16/2009 12:50,9/16/2009 14:05,15,113,6,100
1627,LIS,FNC,319,9/16/2009 13:00,9/16/2009 14:45,15,113,1,101
507,OSL,LIS,320,9/16/2009 13:10,9/16/2009 17:20,14,143,2,129
1577,OPO,FNC,319,9/16/2009 13:10,9/16/2009 15:10,15,113,4,78
576,LIS,FRA,320,9/16/2009 13:15,9/16/2009 16:20,14,143,5,91
660,LIS,AMS,319,9/16/2009 13:20,9/16/2009 16:15,15,113,1,106
842,LIS,FCO,320,9/16/2009 13:20,9/16/2009 16:15,14,143,8,135
356,LIS,LHR,321,9/16/2009 13:35,9/16/2009 16:25,14,178,2,116
926,LIS,ZRH,320,9/16/2009 13:40,9/16/2009 16:30,14,143,7,120
804,LIS,MXP,320,9/16/2009 13:50,9/16/2009 16:30,14,143,4,124
1970,LIS,OPO,320,9/16/2009 13:50,9/16/2009 14:45,14,143,6,104
165,LIS,FOR,332,9/16/2009 14:00,9/16/2009 21:30,24,239,20,147
614,LIS,BRU,319,9/16/2009 14:00,9/16/2009 16:45,15,113,7,108
1633,LIS,FNC,319,9/16/2009 14:15,9/16/2009 16:05,15,113,2,113
440,LIS,ORY,321,9/16/2009 14:20,9/16/2009 16:50,14,178,0,165
944,LIS,GVA,319,9/16/2009 14:20,9/16/2009 16:50,15,113,7,97
4510,ARN,LIS,320,9/16/2009 14:40,9/16/2009 19:10,24,131,5,94
1913,LIS,FAO,319,9/16/2009 14:50,9/16/2009 15:35,15,113,2,81
153,LIS,REC,332,9/16/2009 15:00,9/16/2009 22:50,24,239,12,129
718,LIS,MAD,320,9/16/2009 15:00,9/16/2009 16:15,14,143,4,114
157,LIS,SSA,332,9/16/2009 15:05,9/16/2009 23:50,24,239,9,195
343,LGW,LIS,320,9/16/2009 15:20,9/16/2009 18:00,14,143,6,76
349,LGW,FNC,320,9/16/2009 15:20,9/16/2009 19:15,14,143,6,114
439,ORY,LIS,319,9/16/2009 15:25,9/16/2009 17:45,15,113,3,86
1626,FNC,LIS,319,9/16/2009 15:25,9/16/2009 17:00,15,113,12,113
1972,LIS,OPO,319,9/16/2009 15:30,9/16/2009 16:25,15,113,5,81
468,OPO,ORY,320,9/16/2009 15:40,9/16/2009 17:50,14,143,0,135
580,LIS,WAW,320,9/16/2009 15:50,9/16/2009 19:45,14,143,6,125
1580,FNC,OPO,319,9/16/2009 15:50,9/16/2009 17:45,15,113,6,113
1826,TER,LIS,320,9/16/2009 15:50,9/16/2009 18:05,14,143,1,100
1975,OPO,LIS,320,9/16/2009 15:55,9/16/2009 16:50,14,143,9,50
752,LIS,BCN,319,9/16/2009 16:05,9/16/2009 17:55,15,113,8,111
1639,LIS,FNC,320,9/16/2009 16:05,9/16/2009 17:55,14,143,8,112
502,LIS,CPH,319,9/16/2009 16:15,9/16/2009 20:00,15,113,2,69
1912,FAO,LIS,319,9/16/2009 16:15,9/16/2009 17:00,15,113,2,109
720,LIS,MAD,319,9/16/2009 16:40,9/16/2009 17:55,15,113,4,79
1632,FNC,LIS,319,9/16/2009 16:45,9/16/2009 18:20,0,132,0,132
661,AMS,LIS,319,9/16/2009 17:00,9/16/2009 20:00,15,113,10,100
719,MAD,LIS,320,9/16/2009 17:00,9/16/2009 18:15,14,143,11,98
843,FCO,LIS,320,9/16/2009 17:00,9/16/2009 20:00,14,143,13,131
1977,OPO,LIS,319,9/16/2009 17:05,9/16/2009 18:00,15,113,11,104
805,MXP,LIS,320,9/16/2009 17:15,9/16/2009 20:00,14,143,2,132
615,BRU,LIS,319,9/16/2009 17:30,9/16/2009 20:10,15,113,9,103
358,LIS,LHR,320,9/16/2009 17:35,9/16/2009 20:25,14,143,8,90
445,ORY,LIS,321,9/16/2009 17:35,9/16/2009 20:00,14,178,11,141
448,LIS,ORY,319,9/16/2009 17:45,9/16/2009 20:15,15,113,5,80
566,LIS,HAM,320,9/16/2009 17:45,9/16/2009 21:00,14,143,2,105
552,LIS,MUC,319,9/16/2009 18:05,9/16/2009 21:15,15,113,0,98
578,LIS,FRA,320,9/16/2009 18:10,9/16/2009 21:15,14,143,0,87
452,OPO,ORY,319,9/16/2009 18:30,9/16/2009 20:40,15,113,0,85
457,ORY,OPO,320,9/16/2009 18:35,9/16/2009 20:40,14,143,8,123
1664,FNC,LIS,320,9/16/2009 18:35,9/16/2009 20:10,14,143,11,143
721,MAD,LIS,319,9/16/2009 18:40,9/16/2009 19:55,15,113,5,59
741,BCN,LIS,319,9/16/2009 18:40,9/16/2009 20:40,15,113,9,101
618,LIS,BRU,319,9/16/2009 18:45,9/16/2009 21:30,15,113,4,102
594,LIS,DME,320,9/16/2009 18:50,9/17/2009 0:15,14,143,1,93
826,LIS,LIN,320,9/16/2009 18:50,9/16/2009 21:30,14,143,2,91
362,LIS,LHR,320,9/16/2009 18:55,9/16/2009 21:45,15,113,3,80
724,LIS,MAD,319,9/16/2009 19:05,9/16/2009 20:20,15,113,2,52
740,LIS,BCN,319,9/16/2009 19:05,9/16/2009 20:55,14,143,3,89
198,GRU,LIS,332,9/16/2009 19:20,9/17/2009 5:05,24,244,22,164
186,GIG,LIS,343,9/16/2009 19:25,9/17/2009 5:00,36,232,27,176
170,BSB,LIS,332,9/16/2009 19:40,9/17/2009 4:55,24,239,16,131
1684,FNC,LIS,320,9/16/2009 20:00,9/16/2009 21:35,14,143,12,143
1685,LIS,FNC,319,9/16/2009 20:45,9/16/2009 22:35,0,132,0,113
1982,LIS,OPO,319,9/16/2009 20:45,9/16/2009 21:40,15,113,10,109
124,CCS,OPO,332,9/16/2009 21:00,9/17/2009 5:30,24,239,7,181
205,LIS,OXB,319,9/16/2009 21:00,9/17/2009 1:10,15,113,2,77
209,LIS,DKR,320,9/16/2009 21:00,9/17/2009 1:10,14,143,1,105
217,LIS,SID,319,9/16/2009 21:10,9/17/2009 1:15,15,110,2,55
257,LIS,LAD,343,9/16/2009 21:10,9/17/2009 4:50,36,232,33,220
1581,OPO,FNC,319,9/16/2009 21:25,9/16/2009 23:25,15,113,0,66
1917,LIS,FAO,319,9/16/2009 21:25,9/16/2009 22:10,15,113,2,76
1693,LIS,FNC,320,9/16/2009 21:35,9/16/2009 23:25,14,143,4,90
104,EWR,LIS,332,9/16/2009 22:00,9/17/2009 5:15,24,244,21,121
185,LIS,GIG,343,9/16/2009 22:20,9/17/2009 8:20,36,232,35,232
197,LIS,GRU,332,9/16/2009 22:25,9/17/2009 8:25,24,244,23,219
4173,LIS,BSB,332,9/16/2009 22:30,9/17/2009 8:10,24,239,6,204
164,FOR,LIS,332,9/16/2009 23:00,9/17/2009 6:00,24,239,24,162
194,GRU,LIS,332,9/17/2009 1:50,9/17/2009 11:35,24,244,21,115
200,OXB,LIS,319,9/17/2009 2:05,9/17/2009 6:05,15,113,7,63
210,DKR,LIS,320,9/17/2009 2:10,9/17/2009 6:05,14,143,4,106
158,SSA,LIS,332,9/17/2009 2:45,9/17/2009 11:00,24,239,24,239
152,REC,LIS,332,9/17/2009 2:50,9/17/2009 10:20,24,239,9,120
751,BCN,LIS,319,9/17/2009 4:35,9/17/2009 6:35,14,143,0,38
829,LIN,LIS,320,9/17/2009 4:35,9/17/2009 7:25,14,143,0,44
459,ORY,OPO,319,9/17/2009 5:00,9/17/2009 7:05,15,113,0,64
1602,FNC,LIS,320,9/17/2009 5:00,9/17/2009 6:35,14,143,11,143
1951,OPO,LIS,320,9/17/2009 5:05,9/17/2009 6:00,14,143,0,72
611,BRU,LIS,319,9/17/2009 5:10,9/17/2009 7:45,15,113,0,79
1900,FAO,LIS,319,9/17/2009 5:15,9/17/2009 6:00,15,113,1,66
441,ORY,LIS,319,9/17/2009 5:20,9/17/2009 7:45,15,113,2,66
464,OPO,ORY,319,9/17/2009 6:05,9/17/2009 8:10,15,113,1,90
711,MAD,LIS,319,9/17/2009 6:05,9/17/2009 7:20,15,113,5,59
1572,FNC,OPO,319,9/17/2009 6:05,9/17/2009 8:00,15,113,0,107
834,LIS,FCO,320,9/17/2009 6:15,9/17/2009 9:10,14,143,3,134
424,LIS,CDG,319,9/17/2009 6:20,9/17/2009 8:55,15,113,9,80
1604,FNC,LIS,319,9/17/2009 6:40,9/17/2009 8:15,15,113,10,113
354,LIS,LHR,320,9/17/2009 6:45,9/17/2009 9:35,14,143,2,98
432,LIS,ORY,321,9/17/2009 6:55,9/17/2009 9:25,14,178,4,98
668,LIS,AMS,320,9/17/2009 6:55,9/17/2009 9:45,14,143,3,86
920,LIS,ZRH,319,9/17/2009 6:55,9/17/2009 9:40,15,113,2,59
604,LIS,BRU,319,9/17/2009 7:00,9/17/2009 9:40,15,113,1,69
806,LIS,MXP,320,9/17/2009 7:00,9/17/2009 9:35,14,143,3,129
1843,LIS,HOR,320,9/17/2009 7:00,9/17/2009 9:45,14,143,0,53
856,LIS,BLQ,321,9/17/2009 7:05,9/17/2009 9:50,14,178,0,92
1952,LIS,OPO,320,9/17/2009 7:10,9/17/2009 8:05,14,143,15,87
946,LIS,GVA,319,9/17/2009 7:25,9/17/2009 9:50,15,113,8,45
1609,LIS,FNC,320,9/17/2009 7:25,9/17/2009 9:10,14,143,1,124
570,LIS,FRA,321,9/17/2009 7:35,9/17/2009 10:40,14,181,11,128
1821,LIS,TER,320,9/17/2009 7:45,9/17/2009 10:25,14,143,0,85
1573,OPO,FNC,319,9/17/2009 7:50,9/17/2009 9:50,15,113,2,100
500,LIS,ARN,320,9/17/2009 8:05,9/17/2009 12:25,14,143,6,53
712,LIS,MAD,319,9/17/2009 8:05,9/17/2009 9:20,15,113,1,67
746,LIS,BCN,319,9/17/2009 8:05,9/17/2009 9:55,15,113,2,81
530,LIS,PRG,320,9/17/2009 8:10,9/17/2009 11:30,14,143,3,123
1615,LIS,FNC,319,9/17/2009 8:15,9/17/2009 10:05,15,113,0,109
504,LIS,CPH,320,9/17/2009 8:25,9/17/2009 12:10,14,143,0,43
506,LIS,OSL,319,9/17/2009 8:25,9/17/2009 12:25,15,113,2,54
536,LIS,BUD,320,9/17/2009 8:30,9/17/2009 12:10,14,143,2,91
558,LIS,MUC,319,9/17/2009 8:30,9/17/2009 11:40,15,113,7,106
872,LIS,VCE,319,9/17/2009 8:30,9/17/2009 11:30,15,113,0,90
434,LIS,ORY,319,9/17/2009 8:35,9/17/2009 11:05,15,113,9,95
1907,LIS,FAO,319,9/17/2009 8:35,9/17/2009 9:20,15,113,2,64
938,OPO,GVA,319,9/17/2009 8:50,9/17/2009 11:10,15,113,0,69
451,ORY,OPO,319,9/17/2009 8:55,9/17/2009 11:00,15,113,0,65
352,LIS,LHR,319,9/17/2009 9:00,9/17/2009 11:50,15,113,5,107
916,OPO,ZRH,320,9/17/2009 9:00,9/17/2009 11:35,14,143,1,91
425,CDG,LIS,319,9/17/2009 9:40,9/17/2009 12:20,15,113,3,65
837,FCO,LIS,320,9/17/2009 9:55,9/17/2009 12:55,14,143,4,127
1614,FNC,LIS,320,9/17/2009 9:55,9/17/2009 11:30,14,143,12,137
1908,FAO,LIS,319,9/17/2009 10:00,9/17/2009 10:45,15,113,4,84
437,ORY,LIS,321,9/17/2009 10:10,9/17/2009 12:35,14,178,6,97
803,MXP,LIS,320,9/17/2009 10:20,9/17/2009 13:00,14,143,4,115
115,OPO,EWR,332,9/17/2009 10:25,9/17/2009 18:30,24,239,16,236
605,BRU,LIS,319,9/17/2009 10:25,9/17/2009 13:10,15,113,6,110
665,AMS,LIS,320,9/17/2009 10:30,9/17/2009 13:35,14,143,8,135
1574,FNC,OPO,319,9/17/2009 10:30,9/17/2009 12:25,15,113,1,86
103,LIS,EWR,332,9/17/2009 10:35,9/17/2009 19:05,24,239,9,147
857,BLQ,LIS,321,9/17/2009 10:35,9/17/2009 13:35,14,178,0,164
1844,HOR,LIS,320,9/17/2009 10:35,9/17/2009 13:05,14,143,0,113
745,BCN,LIS,319,9/17/2009 10:40,9/17/2009 12:40,15,113,3,79
348,FNC,LGW,319,9/17/2009 10:45,9/17/2009 14:30,15,113,9,99
714,LIS,MAD,319,9/17/2009 10:50,9/17/2009 12:05,15,113,0,59
713,MAD,LIS,319,9/17/2009 11:00,9/17/2009 12:15,15,113,4,94
1822,TER,LIS,320,9/17/2009 11:15,9/17/2009 13:30,14,143,2,102
251,LIS,LAD,343,9/17/2009 11:30,9/17/2009 19:10,36,232,28,229
1963,OPO,LIS,319,9/17/2009 11:40,9/17/2009 12:35,15,113,15,107
435,ORY,LIS,319,9/17/2009 11:50,9/17/2009 14:15,15,113,0,55
839,FCO,LIS,320,9/17/2009 12:05,9/17/2009 15:05,14,143,2,126
438,LIS,ORY,319,9/17/2009 12:15,9/17/2009 14:40,15,113,2,66
873,VCE,LIS,319,9/17/2009 12:15,9/17/2009 15:25,15,113,7,75
715,MAD,LIS,319,9/17/2009 12:50,9/17/2009 14:05,15,113,9,95
1627,LIS,FNC,319,9/17/2009 13:00,9/17/2009 14:45,15,113,2,103
501,ARN,LIS,320,9/17/2009 13:10,9/17/2009 17:35,14,143,4,131
507,OSL,LIS,319,9/17/2009 13:10,9/17/2009 17:20,15,113,1,109
1577,OPO,FNC,319,9/17/2009 13:10,9/17/2009 15:10,15,113,3,99
576,LIS,FRA,319,9/17/2009 13:15,9/17/2009 16:20,15,113,3,90
660,LIS,AMS,319,9/17/2009 13:20,9/17/2009 16:15,15,113,1,113
842,LIS,FCO,319,9/17/2009 13:20,9/17/2009 16:15,15,113,3,105
356,LIS,LHR,321,9/17/2009 13:35,9/17/2009 16:25,14,178,8,151
926,LIS,ZRH,320,9/17/2009 13:40,9/17/2009 16:30,14,143,3,93
804,LIS,MXP,320,9/17/2009 13:50,9/17/2009 16:30,14,143,0,111
1970,LIS,OPO,320,9/17/2009 13:50,9/17/2009 14:45,14,143,14,68
1645,LIS,FNC,320,9/17/2009 13:55,9/17/2009 15:45,14,143,1,92
614,LIS,BRU,320,9/17/2009 14:00,9/17/2009 16:45,14,143,3,134
1633,LIS,FNC,319,9/17/2009 14:15,9/17/2009 16:05,15,113,1,64
440,LIS,ORY,321,9/17/2009 14:20,9/17/2009 16:50,14,178,5,101
484,LIS,NCE,319,9/17/2009 14:20,9/17/2009 16:45,15,113,2,42
944,LIS,GVA,319,9/17/2009 14:20,9/17/2009 16:50,15,113,3,61
141,LIS,CNF,332,9/17/2009 14:40,9/18/2009 0:20,24,239,10,180
1913,LIS,FAO,319,9/17/2009 14:50,9/17/2009 15:35,15,113,5,92
153,LIS,REC,332,9/17/2009 15:00,9/17/2009 22:50,24,239,9,113
718,LIS,MAD,319,9/17/2009 15:00,9/17/2009 16:15,15,113,5,85
386,OPO,LHR,319,9/17/2009 15:05,9/17/2009 17:30,15,113,5,97
121,LIS,CCS,332,9/17/2009 15:10,9/18/2009 0:20,24,244,21,220
349,LGW,FNC,319,9/17/2009 15:20,9/17/2009 19:15,15,113,13,97
439,ORY,LIS,319,9/17/2009 15:25,9/17/2009 17:45,15,113,8,110
1626,FNC,LIS,319,9/17/2009 15:25,9/17/2009 17:00,15,113,4,113
1972,LIS,OPO,320,9/17/2009 15:30,9/17/2009 16:25,14,143,5,55
468,OPO,ORY,320,9/17/2009 15:40,9/17/2009 17:50,14,143,2,96
1580,FNC,OPO,319,9/17/2009 15:50,9/17/2009 17:45,15,113,2,104
1825,LIS,TER,320,9/17/2009 15:50,9/17/2009 18:30,14,143,1,59
1975,OPO,LIS,320,9/17/2009 15:55,9/17/2009 16:50,14,143,4,41
752,LIS,BCN,319,9/17/2009 16:05,9/17/2009 17:55,15,113,7,108
502,LIS,CPH,319,9/17/2009 16:15,9/17/2009 20:00,15,113,3,57
1912,FAO,LIS,319,9/17/2009 16:15,9/17/2009 17:00,15,113,3,78
1646,FNC,LIS,320,9/17/2009 16:25,9/17/2009 18:00,14,143,3,138
720,LIS,MAD,319,9/17/2009 16:40,9/17/2009 17:55,15,113,5,71
1632,FNC,LIS,319,9/17/2009 16:45,9/17/2009 18:20,15,113,8,113
661,AMS,LIS,319,9/17/2009 17:00,9/17/2009 20:00,15,113,5,113
719,MAD,LIS,319,9/17/2009 17:00,9/17/2009 18:15,15,113,13,113
843,FCO,LIS,319,9/17/2009 17:00,9/17/2009 20:00,15,113,7,112
287,LIS,MPM,332,9/17/2009 17:05,9/18/2009 3:50,24,244,14,111
1977,OPO,LIS,320,9/17/2009 17:05,9/17/2009 18:00,14,143,12,121
805,MXP,LIS,320,9/17/2009 17:15,9/17/2009 20:00,14,143,11,143
1827,LIS,TER,320,9/17/2009 17:15,9/17/2009 19:55,14,143,1,49
615,BRU,LIS,320,9/17/2009 17:30,9/17/2009 20:10,14,143,12,136
358,LIS,LHR,320,9/17/2009 17:35,9/17/2009 20:25,14,143,5,90
445,ORY,LIS,321,9/17/2009 17:35,9/17/2009 20:00,14,178,4,165
448,LIS,ORY,320,9/17/2009 17:45,9/17/2009 20:15,14,143,5,82
566,LIS,HAM,320,9/17/2009 17:45,9/17/2009 21:00,14,143,0,128
578,LIS,FRA,319,9/17/2009 18:10,9/17/2009 21:15,15,113,5,82
452,OPO,ORY,319,9/17/2009 18:30,9/17/2009 20:40,15,113,2,61
457,ORY,OPO,320,9/17/2009 18:35,9/17/2009 20:40,14,143,8,138
721,MAD,LIS,319,9/17/2009 18:40,9/17/2009 19:55,15,113,10,86
741,BCN,LIS,319,9/17/2009 18:40,9/17/2009 20:40,15,113,3,99
618,LIS,BRU,319,9/17/2009 18:45,9/17/2009 21:30,15,113,1,93
594,LIS,DME,320,9/17/2009 18:50,9/18/2009 0:15,14,143,6,102
826,LIS,LIN,320,9/17/2009 18:50,9/17/2009 21:30,14,143,8,70
942,LIS,GVA,319,9/17/2009 18:50,9/17/2009 21:15,15,113,1,44
362,LIS,LHR,320,9/17/2009 18:55,9/17/2009 21:45,14,143,2,84
724,LIS,MAD,319,9/17/2009 19:05,9/17/2009 20:20,15,113,4,67
740,LIS,BCN,319,9/17/2009 19:05,9/17/2009 20:55,15,113,2,97
198,GRU,LIS,332,9/17/2009 19:20,9/18/2009 5:05,24,244,24,204
1826,TER,LIS,320,9/17/2009 19:20,9/17/2009 21:35,14,143,0,50
186,GIG,LIS,343,9/17/2009 19:25,9/18/2009 5:00,36,232,35,197
170,BSB,LIS,332,9/17/2009 19:40,9/18/2009 4:55,24,239,15,126
