Voo,Origem,Destino,Configuracao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1632,FNC,LIS,128,9/10/2009 16:45,9/10/2009 18:20,15,113,4,113
661,AMS,LIS,128,9/10/2009 17:00,9/10/2009 20:00,15,113,11,99
719,MAD,LIS,128,9/10/2009 17:00,9/10/2009 18:15,15,113,11,113
843,FCO,LIS,128,9/10/2009 17:00,9/10/2009 20:00,15,113,4,74
1827,LIS,TER,128,9/10/2009 17:15,9/10/2009 19:55,15,113,1,74
448,LIS,ORY,128,9/10/2009 17:45,9/10/2009 20:15,15,113,1,87
4205,LIS,OXB,125,9/10/2009 18:00,9/10/2009 22:25,15,110,5,71
458,OPO,ORY,132,9/10/2009 18:30,9/10/2009 20:40,0,132,0,114
455,ORY,OPO,128,9/10/2009 18:35,9/10/2009 20:40,15,113,2,99
741,BCN,LIS,128,9/10/2009 18:40,9/10/2009 20:40,15,113,13,113
618,LIS,BRU,128,9/10/2009 18:45,9/10/2009 21:30,15,113,4,105
826,LIS,LIN,128,9/10/2009 18:50,9/10/2009 21:30,15,113,9,113
724,LIS,MAD,128,9/10/2009 19:05,9/10/2009 20:20,15,113,5,101
740,LIS,BCN,128,9/10/2009 19:05,9/10/2009 20:55,15,113,1,91
1684,FNC,LIS,128,9/10/2009 20:00,9/10/2009 21:35,15,113,6,113
1685,LIS,FNC,128,9/10/2009 20:45,9/10/2009 22:35,15,113,0,92
1828,TER,LIS,128,9/10/2009 20:45,9/10/2009 22:59,15,113,0,29
1982,LIS,OPO,128,9/10/2009 20:45,9/10/2009 21:40,15,113,1,93
1581,OPO,FNC,128,9/10/2009 21:25,9/10/2009 23:25,15,113,4,68
1917,LIS,FAO,128,9/10/2009 21:25,9/10/2009 22:10,15,113,3,69
4200,OXB,LIS,123,9/10/2009 23:25,9/11/2009 3:40,25,98,0,3
751,BCN,LIS,128,9/11/2009 4:35,9/11/2009 6:35,15,113,3,98
829,LIN,LIS,128,9/11/2009 4:35,9/11/2009 7:25,15,113,0,92
459,ORY,OPO,128,9/11/2009 5:00,9/11/2009 7:05,15,113,0,61
1602,FNC,LIS,128,9/11/2009 5:00,9/11/2009 6:35,15,113,7,113
611,BRU,LIS,132,9/11/2009 5:10,9/11/2009 7:45,0,132,0,124
1900,FAO,LIS,128,9/11/2009 5:15,9/11/2009 6:00,15,113,14,113
441,ORY,LIS,128,9/11/2009 5:20,9/11/2009 7:45,15,113,1,81
464,OPO,ORY,128,9/11/2009 6:05,9/11/2009 8:10,15,113,0,102
711,MAD,LIS,128,9/11/2009 6:05,9/11/2009 7:20,15,113,3,57
748,LIS,BCN,128,9/11/2009 6:05,9/11/2009 7:55,15,113,0,74
1572,FNC,OPO,128,9/11/2009 6:05,9/11/2009 8:00,15,113,3,112
668,LIS,AMS,128,9/11/2009 6:55,9/11/2009 9:45,15,113,3,96
1843,LIS,HOR,128,9/11/2009 6:55,9/11/2009 9:45,15,113,2,74
1609,LIS,FNC,128,9/11/2009 7:25,9/11/2009 9:10,15,113,6,113
1573,OPO,FNC,128,9/11/2009 7:50,9/11/2009 9:50,15,113,0,79
746,LIS,BCN,128,9/11/2009 8:05,9/11/2009 9:55,15,113,1,81
712,LIS,MAD,128,9/11/2009 8:10,9/11/2009 9:20,15,113,5,62
1615,LIS,FNC,128,9/11/2009 8:15,9/11/2009 10:05,15,113,7,102
872,LIS,VCE,128,9/11/2009 8:30,9/11/2009 11:30,15,113,8,110
749,BCN,LIS,128,9/11/2009 8:40,9/11/2009 10:40,15,113,6,99
1907,LIS,FAO,128,9/11/2009 8:40,9/11/2009 9:20,15,113,3,108
451,ORY,OPO,128,9/11/2009 8:55,9/11/2009 11:00,15,113,0,69
1614,FNC,LIS,128,9/11/2009 9:55,9/11/2009 11:30,15,113,8,113
1908,FAO,LIS,128,9/11/2009 10:00,9/11/2009 10:45,15,113,8,112
1574,FNC,OPO,128,9/11/2009 10:30,9/11/2009 12:25,15,113,15,113
1844,HOR,LIS,128,9/11/2009 10:35,9/11/2009 13:05,15,113,0,110
745,BCN,LIS,128,9/11/2009 10:40,9/11/2009 12:40,15,113,7,111
348,FNC,LGW,128,9/11/2009 10:45,9/11/2009 14:30,15,113,9,99
714,LIS,MAD,128,9/11/2009 10:50,9/11/2009 12:05,15,113,0,92
713,MAD,LIS,128,9/11/2009 11:00,9/11/2009 12:15,15,113,2,111
1963,OPO,LIS,128,9/11/2009 11:40,9/11/2009 12:35,15,113,11,96
342,LIS,LGW,128,9/11/2009 11:45,9/11/2009 14:30,15,113,0,84
438,LIS,ORY,128,9/11/2009 12:15,9/11/2009 14:40,15,113,15,112
873,VCE,LIS,128,9/11/2009 12:15,9/11/2009 15:25,15,113,5,113
715,MAD,LIS,128,9/11/2009 12:50,9/11/2009 14:05,15,113,4,106
1627,LIS,FNC,128,9/11/2009 13:00,9/11/2009 14:45,15,113,11,113
1577,OPO,FNC,128,9/11/2009 13:10,9/11/2009 15:10,15,113,1,78
842,LIS,FCO,128,9/11/2009 13:20,9/11/2009 16:15,15,113,14,113
742,LIS,BCN,128,9/11/2009 13:30,9/11/2009 15:20,15,113,9,110
614,LIS,BRU,128,9/11/2009 14:00,9/11/2009 16:45,15,113,15,113
1633,LIS,FNC,128,9/11/2009 14:15,9/11/2009 16:05,15,113,4,111
1913,LIS,FAO,128,9/11/2009 14:50,9/11/2009 15:35,15,113,12,93
718,LIS,MAD,128,9/11/2009 15:00,9/11/2009 16:15,15,113,2,94
343,LGW,LIS,128,9/11/2009 15:20,9/11/2009 18:00,15,113,2,91
349,LGW,FNC,128,9/11/2009 15:20,9/11/2009 19:15,15,113,8,95
439,ORY,LIS,128,9/11/2009 15:25,9/11/2009 17:50,15,113,6,112
1626,FNC,LIS,128,9/11/2009 15:25,9/11/2009 17:00,15,113,11,113
468,OPO,ORY,132,9/11/2009 15:40,9/11/2009 17:50,0,132,0,118
1580,FNC,OPO,128,9/11/2009 15:50,9/11/2009 17:45,15,113,10,112
743,BCN,LIS,128,9/11/2009 16:05,9/11/2009 18:05,15,113,6,84
752,LIS,BCN,128,9/11/2009 16:05,9/11/2009 17:55,15,113,4,94
1912,FAO,LIS,128,9/11/2009 16:15,9/11/2009 17:00,15,113,15,113
1632,FNC,LIS,128,9/11/2009 16:45,9/11/2009 18:20,15,113,9,113
1755,OPO,PXO,128,9/11/2009 16:45,9/11/2009 18:35,15,113,0,57
719,MAD,LIS,128,9/11/2009 17:00,9/11/2009 18:15,15,113,5,98
843,FCO,LIS,128,9/11/2009 17:00,9/11/2009 20:00,15,113,13,92
615,BRU,LIS,128,9/11/2009 17:30,9/11/2009 20:10,15,113,13,111
458,OPO,ORY,128,9/11/2009 18:30,9/11/2009 20:40,15,113,1,101
455,ORY,OPO,128,9/11/2009 18:35,9/11/2009 20:40,15,113,2,104
741,BCN,LIS,128,9/11/2009 18:40,9/11/2009 20:40,15,113,3,87
618,LIS,BRU,132,9/11/2009 18:45,9/11/2009 21:30,0,132,0,121
724,LIS,MAD,128,9/11/2009 19:05,9/11/2009 20:20,15,113,3,73
740,LIS,BCN,128,9/11/2009 19:05,9/11/2009 20:55,15,113,1,102
1754,PXO,OPO,128,9/11/2009 19:20,9/11/2009 21:05,15,113,4,75
1684,FNC,LIS,128,9/11/2009 20:00,9/11/2009 21:35,15,113,9,113
1982,LIS,OPO,128,9/11/2009 20:45,9/11/2009 21:40,15,113,8,112
1581,OPO,FNC,128,9/11/2009 21:25,9/11/2009 23:25,15,113,0,102
1583,OPO,FNC,128,9/11/2009 22:30,9/12/2009 0:30,15,113,0,94
751,BCN,LIS,128,9/12/2009 4:35,9/12/2009 6:35,15,113,0,37
459,ORY,OPO,128,9/12/2009 5:00,9/12/2009 7:05,15,113,0,74
611,BRU,LIS,128,9/12/2009 5:10,9/12/2009 7:45,15,113,0,98
711,MAD,LIS,128,9/12/2009 6:05,9/12/2009 7:20,15,113,1,26
1572,FNC,OPO,128,9/12/2009 6:05,9/12/2009 8:00,15,113,1,110
424,LIS,CDG,128,9/12/2009 6:20,9/12/2009 8:55,15,113,6,79
1604,FNC,LIS,132,9/12/2009 6:40,9/12/2009 8:15,0,132,0,118
604,LIS,BRU,128,9/12/2009 7:00,9/12/2009 9:40,15,113,3,101
1843,LIS,HOR,128,9/12/2009 7:00,9/12/2009 9:45,15,113,0,74
856,LIS,BLQ,128,9/12/2009 7:05,9/12/2009 9:50,15,113,3,107
1573,OPO,FNC,132,9/12/2009 7:50,9/12/2009 9:50,0,132,0,109
712,LIS,MAD,128,9/12/2009 8:05,9/12/2009 9:20,15,113,5,81
746,LIS,BCN,128,9/12/2009 8:05,9/12/2009 9:55,15,113,13,111
1615,LIS,FNC,128,9/12/2009 8:15,9/12/2009 10:05,15,113,2,98
872,LIS,VCE,128,9/12/2009 8:30,9/12/2009 11:30,15,113,10,113
434,LIS,ORY,157,9/12/2009 8:40,9/12/2009 11:05,14,143,4,132
1907,LIS,FAO,128,9/12/2009 8:40,9/12/2009 9:20,15,113,1,101
425,CDG,LIS,128,9/12/2009 9:40,9/12/2009 12:20,15,113,3,82
1908,FAO,LIS,128,9/12/2009 10:00,9/12/2009 10:45,15,113,7,113
605,BRU,LIS,128,9/12/2009 10:25,9/12/2009 13:10,15,113,3,82
1574,FNC,OPO,128,9/12/2009 10:30,9/12/2009 12:25,15,113,1,103
857,BLQ,LIS,128,9/12/2009 10:35,9/12/2009 13:35,15,113,3,109
1844,HOR,LIS,128,9/12/2009 10:35,9/12/2009 13:05,15,113,3,95
745,BCN,LIS,128,9/12/2009 10:40,9/12/2009 12:40,15,113,4,95
348,FNC,LGW,128,9/12/2009 10:45,9/12/2009 14:30,15,113,10,102
714,LIS,MAD,128,9/12/2009 10:50,9/12/2009 12:05,15,113,2,110
713,MAD,LIS,128,9/12/2009 11:00,9/12/2009 12:15,15,113,9,113
435,ORY,LIS,157,9/12/2009 11:50,9/12/2009 14:15,14,143,1,96
438,LIS,ORY,157,9/12/2009 12:15,9/12/2009 14:40,14,143,7,119
873,VCE,LIS,128,9/12/2009 12:15,9/12/2009 15:25,15,113,7,113
715,MAD,LIS,128,9/12/2009 12:50,9/12/2009 14:05,15,113,3,99
1627,LIS,FNC,128,9/12/2009 13:00,9/12/2009 14:45,15,113,0,78
1577,OPO,FNC,128,9/12/2009 13:10,9/12/2009 15:10,15,113,5,111
660,LIS,AMS,128,9/12/2009 13:20,9/12/2009 16:15,15,113,14,113
1970,LIS,OPO,128,9/12/2009 13:50,9/12/2009 14:45,15,113,11,68
1735,LIS,PXO,128,9/12/2009 14:05,9/12/2009 15:50,15,113,1,76
1633,LIS,FNC,128,9/12/2009 14:15,9/12/2009 16:05,15,113,7,79
718,LIS,MAD,128,9/12/2009 15:00,9/12/2009 16:15,15,113,1,85
349,LGW,FNC,128,9/12/2009 15:20,9/12/2009 19:15,15,113,10,99
439,ORY,LIS,157,9/12/2009 15:25,9/12/2009 17:50,14,143,10,116
1626,FNC,LIS,132,9/12/2009 15:25,9/12/2009 17:00,0,132,0,121
1972,LIS,OPO,128,9/12/2009 15:30,9/12/2009 16:25,15,113,11,30
468,OPO,ORY,132,9/12/2009 15:40,9/12/2009 17:50,0,132,0,122
1580,FNC,OPO,128,9/12/2009 15:50,9/12/2009 17:45,15,113,0,110
1975,OPO,LIS,128,9/12/2009 15:55,9/12/2009 16:50,15,113,3,28
752,LIS,BCN,128,9/12/2009 16:05,9/12/2009 17:55,15,113,1,96
1736,PXO,LIS,128,9/12/2009 16:35,9/12/2009 18:05,15,113,0,103
1632,FNC,LIS,128,9/12/2009 16:45,9/12/2009 18:20,15,113,1,113
661,AMS,LIS,128,9/12/2009 17:00,9/12/2009 20:00,15,113,0,108
719,MAD,LIS,128,9/12/2009 17:00,9/12/2009 18:15,15,113,1,45
1977,OPO,LIS,128,9/12/2009 17:05,9/12/2009 18:00,15,113,6,25
1827,LIS,TER,128,9/12/2009 17:15,9/12/2009 19:55,15,113,5,112
458,OPO,ORY,132,9/12/2009 18:30,9/12/2009 20:40,0,132,0,125
455,ORY,OPO,128,9/12/2009 18:35,9/12/2009 20:40,15,113,6,113
741,BCN,LIS,128,9/12/2009 18:40,9/12/2009 20:40,15,113,4,74
1915,LIS,FAO,128,9/12/2009 18:45,9/12/2009 19:30,15,113,3,65
740,LIS,BCN,128,9/12/2009 19:05,9/12/2009 20:55,15,113,0,94
1684,FNC,LIS,132,9/12/2009 20:00,9/12/2009 21:35,0,132,0,95
1916,FAO,LIS,128,9/12/2009 20:10,9/12/2009 20:55,15,113,0,1
1828,TER,LIS,128,9/12/2009 20:45,9/12/2009 22:59,15,113,0,90
1982,LIS,OPO,128,9/12/2009 20:45,9/12/2009 21:40,15,113,2,75
1581,OPO,FNC,128,9/12/2009 21:25,9/12/2009 23:25,15,113,0,100
1917,LIS,FAO,128,9/12/2009 21:25,9/12/2009 22:10,15,113,0,50
751,BCN,LIS,128,9/13/2009 4:35,9/13/2009 6:35,15,113,0,64
459,ORY,OPO,128,9/13/2009 5:00,9/13/2009 7:05,15,113,0,96
1900,FAO,LIS,128,9/13/2009 5:15,9/13/2009 6:00,15,113,0,89
464,OPO,ORY,132,9/13/2009 6:05,9/13/2009 8:10,0,132,0,123
1572,FNC,OPO,128,9/13/2009 6:05,9/13/2009 8:00,15,113,8,113
668,LIS,AMS,128,9/13/2009 6:55,9/13/2009 9:45,15,113,1,51
856,LIS,BLQ,128,9/13/2009 7:05,9/13/2009 9:50,15,113,1,113
1609,LIS,FNC,128,9/13/2009 7:25,9/13/2009 9:10,15,113,0,63
1573,OPO,FNC,128,9/13/2009 7:50,9/13/2009 9:50,15,113,0,101
712,LIS,MAD,128,9/13/2009 8:05,9/13/2009 9:20,15,113,2,91
1615,LIS,FNC,128,9/13/2009 8:15,9/13/2009 10:05,15,113,2,63
434,LIS,ORY,128,9/13/2009 8:35,9/13/2009 11:05,15,113,4,110
451,ORY,OPO,128,9/13/2009 8:55,9/13/2009 11:00,15,113,0,70
425,CDG,LIS,128,9/13/2009 9:40,9/13/2009 12:20,15,113,13,76
1614,FNC,LIS,128,9/13/2009 9:55,9/13/2009 11:30,15,113,4,113
676,LIS,OPO,128,9/13/2009 10:00,9/13/2009 10:55,15,113,4,66
1574,FNC,OPO,128,9/13/2009 10:30,9/13/2009 12:25,15,113,10,113
857,BLQ,LIS,128,9/13/2009 10:35,9/13/2009 13:35,15,113,3,113
348,FNC,LGW,128,9/13/2009 10:45,9/13/2009 14:30,15,113,9,95
713,MAD,LIS,128,9/13/2009 11:00,9/13/2009 12:15,15,113,3,113
1963,OPO,LIS,128,9/13/2009 11:40,9/13/2009 12:35,15,113,15,87
435,ORY,LIS,128,9/13/2009 11:50,9/13/2009 14:15,15,113,1,78
1627,LIS,FNC,128,9/13/2009 13:00,9/13/2009 14:45,15,113,2,112
1577,OPO,FNC,128,9/13/2009 13:10,9/13/2009 15:10,15,113,1,103
842,LIS,FCO,128,9/13/2009 13:20,9/13/2009 16:15,15,113,5,110
742,LIS,BCN,195,9/13/2009 13:30,9/13/2009 15:20,14,181,14,180
614,LIS,BRU,128,9/13/2009 14:00,9/13/2009 16:45,15,113,15,113
1633,LIS,FNC,128,9/13/2009 14:15,9/13/2009 16:05,15,113,0,76
718,LIS,MAD,128,9/13/2009 15:00,9/13/2009 16:15,15,113,1,113
349,LGW,FNC,128,9/13/2009 15:20,9/13/2009 19:15,15,113,12,101
1626,FNC,LIS,128,9/13/2009 15:25,9/13/2009 17:00,15,113,14,113
1972,LIS,OPO,128,9/13/2009 15:30,9/13/2009 16:25,15,113,4,33
468,OPO,ORY,128,9/13/2009 15:40,9/13/2009 17:50,15,113,10,112
1580,FNC,OPO,128,9/13/2009 15:50,9/13/2009 17:45,15,113,7,112
743,BCN,LIS,195,9/13/2009 16:05,9/13/2009 18:05,14,181,14,181
752,LIS,BCN,157,9/13/2009 16:05,9/13/2009 17:55,14,143,4,124
1632,FNC,LIS,128,9/13/2009 16:45,9/13/2009 18:20,15,113,12,113
719,MAD,LIS,128,9/13/2009 17:00,9/13/2009 18:15,15,113,1,67
843,FCO,LIS,128,9/13/2009 17:00,9/13/2009 20:00,15,113,8,110
1977,OPO,LIS,128,9/13/2009 17:05,9/13/2009 18:00,15,113,10,95
615,BRU,LIS,128,9/13/2009 17:30,9/13/2009 20:10,15,113,4,108
675,OPO,LIS,128,9/13/2009 18:00,9/13/2009 18:55,15,113,5,99
458,OPO,ORY,128,9/13/2009 18:30,9/13/2009 20:40,15,113,12,112
455,ORY,OPO,128,9/13/2009 18:35,9/13/2009 20:40,15,113,1,99
741,BCN,LIS,157,9/13/2009 18:40,9/13/2009 20:40,14,143,2,89
618,LIS,BRU,128,9/13/2009 18:45,9/13/2009 21:30,15,113,15,113
724,LIS,MAD,128,9/13/2009 19:05,9/13/2009 20:20,15,113,5,89
740,LIS,BCN,128,9/13/2009 19:05,9/13/2009 20:55,15,113,9,112
1684,FNC,LIS,132,9/13/2009 20:00,9/13/2009 21:35,0,132,0,132
1739,LIS,PXO,128,9/13/2009 20:20,9/13/2009 22:05,15,113,0,81
1685,LIS,FNC,128,9/13/2009 20:45,9/13/2009 22:35,15,113,6,113
1982,LIS,OPO,128,9/13/2009 20:45,9/13/2009 21:40,15,113,5,79
1581,OPO,FNC,128,9/13/2009 21:25,9/13/2009 23:25,15,113,7,111
1917,LIS,FAO,128,9/13/2009 21:25,9/13/2009 22:10,15,113,0,41
1583,OPO,FNC,128,9/13/2009 22:30,9/14/2009 0:30,15,113,0,102
1740,PXO,LIS,128,9/13/2009 22:50,9/14/2009 0:20,15,113,9,112
1584,FNC,OPO,128,9/13/2009 23:15,9/14/2009 1:10,15,113,3,113
751,BCN,LIS,128,9/14/2009 4:35,9/14/2009 6:35,15,113,0,84
459,ORY,OPO,128,9/14/2009 5:00,9/14/2009 7:05,15,113,2,77
1602,FNC,LIS,128,9/14/2009 5:00,9/14/2009 6:35,15,113,3,112
611,BRU,LIS,128,9/14/2009 5:10,9/14/2009 7:45,15,113,4,99
1900,FAO,LIS,128,9/14/2009 5:15,9/14/2009 6:00,15,113,13,110
464,OPO,ORY,128,9/14/2009 6:05,9/14/2009 8:10,15,113,14,112
711,MAD,LIS,128,9/14/2009 6:05,9/14/2009 7:20,15,113,3,69
1572,FNC,OPO,128,9/14/2009 6:05,9/14/2009 8:00,15,113,0,85
424,LIS,CDG,128,9/14/2009 6:20,9/14/2009 8:55,15,113,5,80
604,LIS,BRU,128,9/14/2009 7:00,9/14/2009 9:40,15,113,11,111
856,LIS,BLQ,128,9/14/2009 7:05,9/14/2009 9:50,15,113,0,98
1609,LIS,FNC,128,9/14/2009 7:20,9/14/2009 9:10,15,113,1,101
1573,OPO,FNC,128,9/14/2009 7:50,9/14/2009 9:50,15,113,3,113
746,LIS,BCN,128,9/14/2009 8:05,9/14/2009 9:55,15,113,5,90
712,LIS,MAD,128,9/14/2009 8:10,9/14/2009 9:20,15,113,1,67
1615,LIS,FNC,128,9/14/2009 8:15,9/14/2009 10:05,15,113,7,95
434,LIS,ORY,128,9/14/2009 8:35,9/14/2009 11:05,15,113,10,112
1907,LIS,FAO,128,9/14/2009 8:35,9/14/2009 9:20,15,113,0,85
451,ORY,OPO,128,9/14/2009 8:55,9/14/2009 11:00,15,113,0,85
425,CDG,LIS,128,9/14/2009 9:40,9/14/2009 12:20,15,113,0,74
1908,FAO,LIS,128,9/14/2009 10:00,9/14/2009 10:45,15,113,9,107
605,BRU,LIS,128,9/14/2009 10:25,9/14/2009 13:10,15,113,4,112
1574,FNC,OPO,128,9/14/2009 10:30,9/14/2009 12:25,15,113,0,104
1614,FNC,LIS,128,9/14/2009 10:30,9/14/2009 12:00,15,113,9,107
857,BLQ,LIS,128,9/14/2009 10:35,9/14/2009 13:35,15,113,1,107
348,FNC,LGW,126,9/14/2009 10:45,9/14/2009 14:30,25,101,15,90
714,LIS,MAD,128,9/14/2009 10:50,9/14/2009 12:05,15,113,1,89
713,MAD,LIS,128,9/14/2009 11:00,9/14/2009 12:15,15,113,3,111
1963,OPO,LIS,128,9/14/2009 11:40,9/14/2009 12:35,15,113,15,113
435,ORY,LIS,128,9/14/2009 11:50,9/14/2009 14:15,15,113,0,61
438,LIS,ORY,128,9/14/2009 12:45,9/14/2009 15:10,15,113,4,97
715,MAD,LIS,128,9/14/2009 12:50,9/14/2009 14:05,15,113,4,103
1627,LIS,FNC,128,9/14/2009 13:00,9/14/2009 14:45,15,113,6,112
1577,OPO,FNC,128,9/14/2009 13:10,9/14/2009 15:10,15,113,3,100
742,LIS,BCN,128,9/14/2009 13:30,9/14/2009 15:20,15,113,13,100
842,LIS,FCO,128,9/14/2009 13:45,9/14/2009 16:40,15,113,8,107
614,LIS,BRU,128,9/14/2009 14:00,9/14/2009 16:45,15,113,12,111
718,LIS,MAD,128,9/14/2009 15:00,9/14/2009 16:15,15,113,4,107
349,LGW,FNC,126,9/14/2009 15:20,9/14/2009 19:15,25,101,18,91
1626,FNC,LIS,132,9/14/2009 15:25,9/14/2009 17:00,0,132,0,122
468,OPO,ORY,128,9/14/2009 15:40,9/14/2009 17:50,15,113,12,111
1580,FNC,OPO,128,9/14/2009 15:50,9/14/2009 17:45,15,113,0,92
439,ORY,LIS,128,9/14/2009 15:55,9/14/2009 18:20,15,113,3,69
743,BCN,LIS,128,9/14/2009 16:05,9/14/2009 18:05,15,113,2,93
752,LIS,BCN,128,9/14/2009 16:05,9/14/2009 17:55,15,113,1,98
719,MAD,LIS,128,9/14/2009 17:00,9/14/2009 18:15,15,113,9,64
843,FCO,LIS,128,9/14/2009 17:25,9/14/2009 20:25,15,113,4,113
615,BRU,LIS,128,9/14/2009 17:30,9/14/2009 20:10,15,113,3,101
458,OPO,ORY,132,9/14/2009 18:30,9/14/2009 20:40,0,132,0,106
455,ORY,OPO,128,9/14/2009 18:35,9/14/2009 20:40,15,113,0,100
741,BCN,LIS,128,9/14/2009 18:40,9/14/2009 20:40,15,113,4,77
618,LIS,BRU,128,9/14/2009 18:45,9/14/2009 21:30,15,113,3,110
740,LIS,BCN,132,9/14/2009 19:05,9/14/2009 20:55,0,132,0,115
1684,FNC,LIS,132,9/14/2009 20:00,9/14/2009 21:35,0,132,0,127
1739,LIS,PXO,128,9/14/2009 20:20,9/14/2009 22:05,15,113,0,90
1982,LIS,OPO,128,9/14/2009 20:45,9/14/2009 21:40,15,113,4,97
1581,OPO,FNC,128,9/14/2009 21:25,9/14/2009 23:25,15,113,4,87
1917,LIS,FAO,128,9/14/2009 21:25,9/14/2009 22:10,15,113,2,84
1693,LIS,FNC,128,9/14/2009 21:35,9/14/2009 23:25,15,113,0,45
1740,PXO,LIS,128,9/14/2009 22:50,9/15/2009 0:20,15,113,3,113
751,BCN,LIS,128,9/15/2009 4:35,9/15/2009 6:35,15,113,3,45
459,ORY,OPO,128,9/15/2009 5:00,9/15/2009 7:05,15,113,2,63
611,BRU,LIS,128,9/15/2009 5:10,9/15/2009 7:45,15,113,0,72
1900,FAO,LIS,128,9/15/2009 5:15,9/15/2009 6:00,15,113,0,65
464,OPO,ORY,132,9/15/2009 6:05,9/15/2009 8:10,0,132,0,106
748,LIS,BCN,128,9/15/2009 6:05,9/15/2009 7:55,15,113,2,76
1572,FNC,OPO,132,9/15/2009 6:05,9/15/2009 8:00,0,132,0,125
1604,FNC,LIS,128,9/15/2009 6:40,9/15/2009 8:15,15,113,14,113
604,LIS,BRU,128,9/15/2009 7:00,9/15/2009 9:40,15,113,4,95
856,LIS,BLQ,128,9/15/2009 7:05,9/15/2009 9:50,15,113,0,73
1609,LIS,FNC,132,9/15/2009 7:25,9/15/2009 9:10,0,132,0,119
1573,OPO,FNC,128,9/15/2009 7:50,9/15/2009 9:50,15,113,2,107
712,LIS,MAD,128,9/15/2009 8:05,9/15/2009 9:20,15,113,0,73
746,LIS,BCN,128,9/15/2009 8:05,9/15/2009 9:55,15,113,3,73
451,ORY,OPO,128,9/15/2009 8:55,9/15/2009 11:00,15,113,0,92
605,BRU,LIS,128,9/15/2009 10:25,9/15/2009 13:10,15,113,4,77
1574,FNC,OPO,132,9/15/2009 10:30,9/15/2009 12:25,0,132,0,126
857,BLQ,LIS,128,9/15/2009 10:35,9/15/2009 13:35,15,113,0,101
745,BCN,LIS,128,9/15/2009 10:40,9/15/2009 12:40,15,113,2,104
714,LIS,MAD,128,9/15/2009 10:50,9/15/2009 12:05,15,113,0,52
713,MAD,LIS,128,9/15/2009 11:00,9/15/2009 12:15,15,113,2,108
1963,OPO,LIS,128,9/15/2009 11:40,9/15/2009 12:35,15,113,15,100
438,LIS,ORY,128,9/15/2009 12:15,9/15/2009 14:40,15,113,2,98
715,MAD,LIS,128,9/15/2009 12:50,9/15/2009 14:05,15,113,3,76
1627,LIS,FNC,128,9/15/2009 13:00,9/15/2009 14:45,15,113,7,113
1577,OPO,FNC,128,9/15/2009 13:10,9/15/2009 15:10,15,113,0,90
614,LIS,BRU,128,9/15/2009 14:00,9/15/2009 16:45,15,113,9,113
1633,LIS,FNC,128,9/15/2009 14:15,9/15/2009 16:05,15,113,6,104
1913,LIS,FAO,128,9/15/2009 14:50,9/15/2009 15:35,15,113,6,70
718,LIS,MAD,128,9/15/2009 15:00,9/15/2009 16:15,15,113,3,74
439,ORY,LIS,128,9/15/2009 15:25,9/15/2009 17:50,15,113,7,73
1626,FNC,LIS,128,9/15/2009 15:25,9/15/2009 17:00,15,113,10,111
468,OPO,ORY,128,9/15/2009 15:40,9/15/2009 17:50,15,113,10,111
1580,FNC,OPO,132,9/15/2009 15:50,9/15/2009 17:45,0,132,0,121
752,LIS,BCN,128,9/15/2009 16:05,9/15/2009 17:55,15,113,2,80
1912,FAO,LIS,128,9/15/2009 16:15,9/15/2009 17:00,15,113,4,113
720,LIS,MAD,128,9/15/2009 16:40,9/15/2009 17:55,15,113,8,79
1632,FNC,LIS,128,9/15/2009 16:45,9/15/2009 18:20,15,113,7,113
719,MAD,LIS,128,9/15/2009 17:00,9/15/2009 18:15,15,113,6,86
615,BRU,LIS,128,9/15/2009 17:30,9/15/2009 20:10,15,113,6,98
448,LIS,ORY,128,9/15/2009 17:45,9/15/2009 20:15,15,113,2,97
452,OPO,ORY,128,9/15/2009 18:30,9/15/2009 20:40,15,113,0,79
457,ORY,OPO,128,9/15/2009 18:35,9/15/2009 20:40,15,113,1,85
721,MAD,LIS,128,9/15/2009 18:40,9/15/2009 19:55,15,113,0,49
741,BCN,LIS,128,9/15/2009 18:40,9/15/2009 20:40,15,113,8,113
724,LIS,MAD,128,9/15/2009 19:05,9/15/2009 20:20,15,113,8,72
740,LIS,BCN,128,9/15/2009 19:05,9/15/2009 20:55,15,113,0,88
1685,LIS,FNC,128,9/15/2009 20:45,9/15/2009 22:35,15,113,0,106
1982,LIS,OPO,128,9/15/2009 20:45,9/15/2009 21:40,15,113,2,95
1581,OPO,FNC,128,9/15/2009 21:25,9/15/2009 23:25,15,113,2,73
1917,LIS,FAO,128,9/15/2009 21:25,9/15/2009 22:10,15,113,0,59
459,ORY,OPO,128,9/16/2009 5:00,9/16/2009 7:05,15,113,1,113
1602,FNC,LIS,132,9/16/2009 5:00,9/16/2009 6:35,0,132,0,122
1900,FAO,LIS,128,9/16/2009 5:15,9/16/2009 6:00,15,113,0,89
441,ORY,LIS,128,9/16/2009 5:20,9/16/2009 7:45,15,113,0,69
464,OPO,ORY,128,9/16/2009 6:05,9/16/2009 8:10,15,113,0,104
711,MAD,LIS,128,9/16/2009 6:05,9/16/2009 7:20,15,113,0,90
748,LIS,BCN,128,9/16/2009 6:05,9/16/2009 7:55,15,113,4,64
1572,FNC,OPO,128,9/16/2009 6:05,9/16/2009 8:00,15,113,15,113
